#"U:0","U:1","U:2","D:0","D:1","D:2","D_0:0","D_0:1","D_0:2","T","T0","epsilon:0","epsilon:1","epsilon:2","epsilon:3","epsilon:4","epsilon:5","epsilonEq","heatFlux:0","heatFlux:1","heatFlux:2","k","rhoC","sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","sigmaEq","pointD:0","pointD:1","pointD:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.2349e-05,6.593e-07,6.593e-07,0.00015513,2.387e-06,2.387e-06,0.00011278,1.7277e-06,1.7277e-06,340.5,300,9.7875e-05,0.00077378,0.00077378,-8.6623e-06,1.1279e-07,-8.6623e-06,0.00045083,1.2642e+05,2025.9,2025.9,20,3.7665e+06,1.0207e+07,1.0861e+08,1.0861e+08,-1.2612e+06,16422,-1.2612e+06,9.8458e+07,0.00015514,-7.0547e-22,-1.0663e-21,1,0.0076,0.1976,0,0
4.2358e-05,6.5972e-07,6.5972e-07,0.00015514,2.3891e-06,2.3891e-06,0.00011279,1.7293e-06,1.7293e-06,339.73,300,8.339e-05,0.00077388,0.00077388,-8.9553e-06,1.2617e-07,-8.9553e-06,0.00046057,1.2046e+05,1938.4,1938.4,20,3.7665e+06,1.0135e+07,1.1067e+08,1.1067e+08,-1.3038e+06,18369,-1.3038e+06,1.0058e+08,0.00015515,-9.6314e-22,-1.067e-21,1,0.0077,0.1977,0,0
4.2367e-05,6.6015e-07,6.6015e-07,0.00015516,2.3912e-06,2.3912e-06,0.00011279,1.731e-06,1.731e-06,338.95,300,6.8902e-05,0.00077398,0.00077398,-9.2483e-06,1.3954e-07,-9.2483e-06,0.0004703,1.145e+05,1850.9,1850.9,20,3.7665e+06,1.0063e+07,1.1272e+08,1.1272e+08,-1.3465e+06,20317,-1.3465e+06,1.0271e+08,0.00015517,-1.2741e-21,-1.0677e-21,1,0.0078,0.1978,0,0
4.2376e-05,6.6057e-07,6.6057e-07,0.00015517,2.3932e-06,2.3932e-06,0.00011279,1.7327e-06,1.7327e-06,338.18,300,5.4415e-05,0.00077408,0.00077408,-9.5413e-06,1.5292e-07,-9.5413e-06,0.00048003,1.0854e+05,1763.4,1763.4,20,3.7665e+06,9.9914e+06,1.1477e+08,1.1477e+08,-1.3892e+06,22264,-1.3892e+06,1.0484e+08,0.00015518,-1.6421e-21,-2.1367e-21,1,0.0079,0.1979,0,0
4.2385e-05,6.61e-07,6.61e-07,0.00015518,2.3953e-06,2.3953e-06,0.0001128,1.7343e-06,1.7343e-06,337.4,300,3.9928e-05,0.00077418,0.00077418,-9.8343e-06,1.663e-07,-9.8343e-06,0.00048977,1.0257e+05,1675.9,1675.9,20,3.7665e+06,9.9194e+06,1.1682e+08,1.1682e+08,-1.4318e+06,24212,-1.4318e+06,1.0696e+08,0.00015519,-2.0711e-21,-2.138e-21,1,0.008,0.198,0,0
4.239e-05,6.6125e-07,6.6125e-07,0.00015518,2.3966e-06,2.3966e-06,0.00011279,1.7353e-06,1.7353e-06,337.15,300,3.3432e-05,0.00077419,0.00077419,-1.0022e-05,1.713e-07,-1.0022e-05,0.00049411,97589,1606.5,1606.5,20,3.7665e+06,9.4265e+06,1.1728e+08,1.1728e+08,-1.4592e+06,24941,-1.4592e+06,1.0791e+08,0.00015518,3.4124e-23,0,1,0.0081,0.1981,0,0
4.2395e-05,6.615e-07,6.615e-07,0.00015517,2.3978e-06,2.3978e-06,0.00011278,1.7363e-06,1.7363e-06,336.9,300,2.6935e-05,0.0007742,0.0007742,-1.021e-05,1.7631e-07,-1.021e-05,0.00049846,92605,1537,1537,20,3.7665e+06,8.9336e+06,1.1773e+08,1.1773e+08,-1.4865e+06,25669,-1.4865e+06,1.0886e+08,0.00015518,2.7503e-23,0,1,0.0082,0.1982,0,0
4.24e-05,6.6175e-07,6.6175e-07,0.00015517,2.3991e-06,2.3991e-06,0.00011277,1.7373e-06,1.7373e-06,336.64,300,2.0438e-05,0.0007742,0.0007742,-1.0398e-05,1.8131e-07,-1.0398e-05,0.0005028,87622,1467.5,1467.5,20,3.7665e+06,8.4408e+06,1.1818e+08,1.1818e+08,-1.5139e+06,26398,-1.5139e+06,1.0981e+08,0.00015517,1.8316e-23,0,1,0.0083,0.1983,0,0
4.2404e-05,6.62e-07,6.62e-07,0.00015516,2.4003e-06,2.4003e-06,0.00011276,1.7383e-06,1.7383e-06,336.39,300,1.3942e-05,0.00077421,0.00077421,-1.0586e-05,1.8632e-07,-1.0586e-05,0.00050714,82638,1398,1398,20,3.7665e+06,7.9479e+06,1.1864e+08,1.1864e+08,-1.5412e+06,27127,-1.5412e+06,1.1076e+08,0.00015517,9.8666e-24,0,1,0.0084,0.1984,0,0
4.2409e-05,6.6225e-07,6.6225e-07,0.00015516,2.4016e-06,2.4016e-06,0.00011275,1.7393e-06,1.7393e-06,336.14,300,7.4449e-06,0.00077421,0.00077421,-1.0773e-05,1.9132e-07,-1.0773e-05,0.00051149,77655,1328.5,1328.5,20,3.7665e+06,7.455e+06,1.1909e+08,1.1909e+08,-1.5685e+06,27855,-1.5685e+06,1.117e+08,0.00015516,3.8806e-24,0,1,0.0085,0.1985,0,0
4.2414e-05,6.625e-07,6.625e-07,0.00015515,2.4028e-06,2.4028e-06,0.00011274,1.7403e-06,1.7403e-06,335.89,300,9.4923e-07,0.00077422,0.00077422,-1.0961e-05,1.9633e-07,-1.0961e-05,0.00051583,72672,1259,1259,20,3.7665e+06,6.9622e+06,1.1955e+08,1.1955e+08,-1.5959e+06,28584,-1.5959e+06,1.1265e+08,0.00015515,7.7747e-25,0,1,0.0086,0.1986,0,0
4.2419e-05,6.6275e-07,6.6275e-07,0.00015515,2.4041e-06,2.4041e-06,0.00011273,1.7413e-06,1.7413e-06,335.64,300,-5.5474e-06,0.00077423,0.00077423,-1.1149e-05,2.0133e-07,-1.1149e-05,0.00052017,67688,1189.5,1189.5,20,3.7665e+06,6.4694e+06,1.2e+08,1.2e+08,-1.6232e+06,29313,-1.6232e+06,1.136e+08,0.00015515,-5.9017e-26,0,1,0.0087,0.1987,0,0
4.2424e-05,6.63e-07,6.63e-07,0.00015514,2.4053e-06,2.4053e-06,0.00011272,1.7423e-06,1.7423e-06,335.38,300,-1.2044e-05,0.00077423,0.00077423,-1.1337e-05,2.0634e-07,-1.1337e-05,0.00052452,62705,1120,1120,20,3.7665e+06,5.9765e+06,1.2045e+08,1.2045e+08,-1.6506e+06,30041,-1.6506e+06,1.1455e+08,0.00015514,-5.1856e-27,0,1,0.0088,0.1988,0,0
4.2428e-05,6.6325e-07,6.6325e-07,0.00015514,2.4066e-06,2.4066e-06,0.00011271,1.7433e-06,1.7433e-06,335.13,300,-1.8541e-05,0.00077424,0.00077424,-1.1525e-05,2.1134e-07,-1.1525e-05,0.00052886,57721,1050.5,1050.5,20,3.7665e+06,5.4836e+06,1.2091e+08,1.2091e+08,-1.6779e+06,30770,-1.6779e+06,1.155e+08,0.00015514,-9.255e-25,0,1,0.0089,0.1989,0,0
4.2433e-05,6.635e-07,6.635e-07,0.00015513,2.4079e-06,2.4079e-06,0.0001127,1.7443e-06,1.7443e-06,334.88,300,-2.5037e-05,0.00077425,0.00077425,-1.1713e-05,2.1634e-07,-1.1713e-05,0.0005332,52738,980.96,980.96,20,3.7665e+06,4.9908e+06,1.2136e+08,1.2136e+08,-1.7053e+06,31498,-1.7053e+06,1.1645e+08,0.00015513,-4.897e-24,0,1,0.009,0.199,0,0
4.2438e-05,6.6375e-07,6.6375e-07,0.00015513,2.4091e-06,2.4091e-06,0.00011269,1.7453e-06,1.7453e-06,334.63,300,-3.1534e-05,0.00077425,0.00077425,-1.19e-05,2.2135e-07,-1.19e-05,0.00053755,47755,911.46,911.46,20,3.7665e+06,4.4979e+06,1.2182e+08,1.2182e+08,-1.7326e+06,32227,-1.7326e+06,1.174e+08,0.00015513,-1.3933e-23,0,1,0.0091,0.1991,0,0
4.2443e-05,6.64e-07,6.64e-07,0.00015512,2.4104e-06,2.4104e-06,0.00011268,1.7464e-06,1.7464e-06,334.37,300,-3.8031e-05,0.00077426,0.00077426,-1.2088e-05,2.2635e-07,-1.2088e-05,0.00054189,42771,841.97,841.97,20,3.7665e+06,4.005e+06,1.2227e+08,1.2227e+08,-1.76e+06,32956,-1.76e+06,1.1834e+08,0.00015512,-2.9707e-23,0,1,0.0092,0.1992,0,0
4.2447e-05,6.6425e-07,6.6425e-07,0.00015512,2.4116e-06,2.4116e-06,0.00011267,1.7474e-06,1.7474e-06,334.12,300,-4.4527e-05,0.00077426,0.00077427,-1.2276e-05,2.3136e-07,-1.2276e-05,0.00054623,37788,772.47,772.47,20,3.7665e+06,3.5122e+06,1.2272e+08,1.2272e+08,-1.7873e+06,33684,-1.7873e+06,1.1929e+08,0.00015512,-5.3273e-23,0,1,0.0093,0.1993,0,0
4.2452e-05,6.645e-07,6.6451e-07,0.00015511,2.4129e-06,2.4129e-06,0.00011266,1.7484e-06,1.7484e-06,333.87,300,-5.1023e-05,0.00077427,0.00077427,-1.2464e-05,2.3636e-07,-1.2464e-05,0.00055057,32805,702.98,702.98,20,3.7665e+06,3.0194e+06,1.2318e+08,1.2318e+08,-1.8147e+06,34413,-1.8147e+06,1.2024e+08,0.00015511,-8.4783e-23,0,1,0.0094,0.1994,0,0
4.2457e-05,6.6475e-07,6.6476e-07,0.00015511,2.4141e-06,2.4141e-06,0.00011265,1.7494e-06,1.7494e-06,333.62,300,-5.752e-05,0.00077428,0.00077428,-1.2652e-05,2.4137e-07,-1.2652e-05,0.00055492,27821,633.48,633.48,20,3.7665e+06,2.5265e+06,1.2363e+08,1.2363e+08,-1.842e+06,35142,-1.842e+06,1.2119e+08,0.0001551,-1.2323e-22,0,1,0.0095,0.1995,0,0
4.2462e-05,6.6501e-07,6.6501e-07,0.0001551,2.4154e-06,2.4154e-06,0.00011264,1.7504e-06,1.7504e-06,333.37,300,-6.4016e-05,0.00077428,0.00077428,-1.284e-05,2.4637e-07,-1.284e-05,0.00055926,22838,563.98,563.98,20,3.7665e+06,2.0336e+06,1.2409e+08,1.2409e+08,-1.8694e+06,35870,-1.8694e+06,1.2214e+08,0.0001551,-1.6612e-22,0,1,0.0096,0.1996,0,0
4.2467e-05,6.6526e-07,6.6526e-07,0.0001551,2.4166e-06,2.4166e-06,0.00011263,1.7514e-06,1.7514e-06,333.11,300,-7.0513e-05,0.00077429,0.00077429,-1.3027e-05,2.5138e-07,-1.3027e-05,0.0005636,17854,494.48,494.48,20,3.7665e+06,1.5408e+06,1.2454e+08,1.2454e+08,-1.8967e+06,36599,-1.8967e+06,1.2309e+08,0.00015509,-2.0925e-22,0,1,0.0097,0.1997,0,0
4.2471e-05,6.6551e-07,6.6551e-07,0.00015509,2.4179e-06,2.4179e-06,0.00011262,1.7524e-06,1.7524e-06,332.86,300,-7.701e-05,0.0007743,0.0007743,-1.3215e-05,2.5638e-07,-1.3215e-05,0.00056795,12871,424.98,424.98,20,3.7665e+06,1.0479e+06,1.2499e+08,1.2499e+08,-1.9241e+06,37328,-1.9241e+06,1.2403e+08,0.00015509,-2.4637e-22,0,1,0.0098,0.1998,0,0
4.2476e-05,6.6576e-07,6.6576e-07,0.00015509,2.4191e-06,2.4191e-06,0.00011261,1.7534e-06,1.7534e-06,332.61,300,-8.3506e-05,0.0007743,0.0007743,-1.3403e-05,2.6139e-07,-1.3403e-05,0.00057229,7887.5,355.48,355.48,20,3.7665e+06,5.5505e+05,1.2545e+08,1.2545e+08,-1.9514e+06,38056,-1.9514e+06,1.2498e+08,0.00015508,-2.6893e-22,0,1,0.0099,0.1999,0,0
4.2481e-05,6.6601e-07,6.6601e-07,0.00015508,2.4204e-06,2.4204e-06,0.0001126,1.7544e-06,1.7544e-06,332.36,300,-9.0003e-05,0.00077431,0.00077431,-1.3591e-05,2.6639e-07,-1.3591e-05,0.00057664,2904,285.98,285.98,20,3.7665e+06,62182,1.259e+08,1.259e+08,-1.9788e+06,38785,-1.9788e+06,1.2593e+08,0.00015508,-2.658e-22,0,1,0.01,0.2,0,0
