# Time	forces(pressure, viscous) moment(pressure, viscous)
0.003375	(((0.0973557 0.0973557 -6.84391e-05) (1.48994e-07 1.48899e-07 0.000773786)) ((-0.000981746 0.00095437 -0.0389423) (-7.48112e-05 0.000384326 -5.95497e-08)))
0.0034	(((0.0976528 0.0976528 -6.06752e-05) (1.13709e-07 1.13622e-07 0.000771812)) ((-0.000994851 0.000970581 -0.0390611) (-7.46202e-05 0.000383345 -4.54398e-08)))
0.003425	(((0.0979407 0.0979407 -5.28628e-05) (7.78971e-08 7.78171e-08 0.000769704)) ((-0.00100808 0.000986936 -0.0391763) (-7.44162e-05 0.000382298 -3.11186e-08)))
0.00345	(((0.0982046 0.0982046 -4.46057e-05) (4.17395e-08 4.16669e-08 0.000767485)) ((-0.00102141 0.00100357 -0.0392819) (-7.42015e-05 0.000381195 -1.66593e-08)))
0.003475	(((0.0984379 0.0984379 -3.59772e-05) (5.53355e-09 5.46852e-09 0.000765162)) ((-0.00103476 0.00102037 -0.0393752) (-7.39767e-05 0.000380042 -2.18065e-09)))
0.0035	(((0.0986437 0.0986437 -2.73953e-05) (-3.02259e-08 -3.02832e-08 0.000762729)) ((-0.00104804 0.00103708 -0.0394575) (-7.37414e-05 0.000378833 1.21193e-08)))
0.003525	(((0.0988325 0.0988325 -1.9393e-05) (-6.48539e-08 -6.49035e-08 0.000760175)) ((-0.00106116 0.0010534 -0.039533) (-7.34943e-05 0.000377564 2.59667e-08)))
0.00355	(((0.0990168 0.0990168 -1.24046e-05) (-9.75691e-08 -9.76108e-08 0.000757489)) ((-0.0010741 0.00106913 -0.0396067) (-7.32345e-05 0.00037623 3.90488e-08)))
0.003575	(((0.0992066 0.0992066 -6.64193e-06) (-1.27632e-07 -1.27666e-07 0.000754667)) ((-0.00108686 0.0010842 -0.0396826) (-7.29614e-05 0.000374828 5.10701e-08)))
0.0036	(((0.0994063 0.0994063 -2.07386e-06) (-1.54479e-07 -1.54505e-07 0.000751707)) ((-0.00109947 0.00109865 -0.0397625) (-7.26752e-05 0.000373358 6.18049e-08)))
0.003625	(((0.0996146 0.0996146 1.5142e-06) (-1.77808e-07 -1.77827e-07 0.000748617)) ((-0.00111199 0.00111259 -0.0398458) (-7.23763e-05 0.000371823 7.11329e-08)))
0.00365	(((0.0998254 0.0998254 4.42435e-06) (-1.97609e-07 -1.97619e-07 0.000745404)) ((-0.00112443 0.0011262 -0.0399302) (-7.20656e-05 0.000370227 7.90492e-08)))
0.003675	(((0.100031 0.100031 6.95263e-06) (-2.14116e-07 -2.14119e-07 0.000742079)) ((-0.00113681 0.00113959 -0.0400123) (-7.1744e-05 0.000368576 8.56484e-08)))
0.0037	(((0.100223 0.100223 9.3237e-06) (-2.27732e-07 -2.27727e-07 0.000738652)) ((-0.00114915 0.00115288 -0.0400891) (-7.14125e-05 0.000366873 9.1091e-08)))
0.003725	(((0.100396 0.100396 1.16624e-05) (-2.38928e-07 -2.38916e-07 0.000735128)) ((-0.00116143 0.0011661 -0.0401585) (-7.10717e-05 0.000365123 9.55658e-08)))
0.00375	(((0.100549 0.100549 1.39985e-05) (-2.48156e-07 -2.48136e-07 0.000731516)) ((-0.00117366 0.00117925 -0.0402195) (-7.07223e-05 0.000363329 9.92531e-08)))
0.003775	(((0.100681 0.100681 1.62917e-05) (-2.55778e-07 -2.5575e-07 0.000727819)) ((-0.00118581 0.00119232 -0.0402723) (-7.03648e-05 0.000361493 1.02298e-07)))
0.0038	(((0.100795 0.100795 1.84661e-05) (-2.6203e-07 -2.61995e-07 0.000724043)) ((-0.00119788 0.00120526 -0.0403181) (-6.99996e-05 0.000359617 1.04795e-07)))
0.003825	(((0.100896 0.100896 2.04401e-05) (-2.67018e-07 -2.66976e-07 0.00072019)) ((-0.00120987 0.00121805 -0.0403584) (-6.9627e-05 0.000357703 1.06787e-07)))
0.00385	(((0.100987 0.100987 2.21484e-05) (-2.70736e-07 -2.70687e-07 0.000716263)) ((-0.00122178 0.00123064 -0.0403948) (-6.92472e-05 0.000355752 1.0827e-07)))
0.003875	(((0.101072 0.101072 2.35535e-05) (-2.73107e-07 -2.7305e-07 0.000712265)) ((-0.00123361 0.00124304 -0.0404287) (-6.88606e-05 0.000353767 1.09215e-07)))
0.0039	(((0.101152 0.101152 2.46468e-05) (-2.74023e-07 -2.73959e-07 0.000708198)) ((-0.00124537 0.00125523 -0.0404609) (-6.84673e-05 0.000351747 1.09578e-07)))
0.003925	(((0.10123 0.10123 2.54446e-05) (-2.73391e-07 -2.7332e-07 0.000704065)) ((-0.00125705 0.00126723 -0.040492) (-6.80676e-05 0.000349694 1.09322e-07)))
0.00395	(((0.101305 0.101305 2.59802e-05) (-2.71163e-07 -2.71085e-07 0.000699868)) ((-0.00126866 0.00127905 -0.040522) (-6.76617e-05 0.000347609 1.08427e-07)))
0.003975	(((0.101376 0.101376 2.62954e-05) (-2.67352e-07 -2.67267e-07 0.000695609)) ((-0.0012802 0.00129071 -0.0405504) (-6.72499e-05 0.000345493 1.06899e-07)))
0.004	(((0.101442 0.101442 2.64335e-05) (-2.62038e-07 -2.61946e-07 0.000691291)) ((-0.00129166 0.00130223 -0.0405768) (-6.68323e-05 0.000343349 1.0477e-07)))
0.004025	(((0.101502 0.101502 2.64339e-05) (-2.55362e-07 -2.55264e-07 0.000686917)) ((-0.00130305 0.00131362 -0.0406007) (-6.64093e-05 0.000341176 1.02096e-07)))
0.00405	(((0.101554 0.101554 2.6329e-05) (-2.47507e-07 -2.47403e-07 0.00068249)) ((-0.00131437 0.0013249 -0.0406216) (-6.59813e-05 0.000338977 9.89514e-08)))
0.004075	(((0.101598 0.101598 2.61429e-05) (-2.38679e-07 -2.38569e-07 0.000678014)) ((-0.00132563 0.00133608 -0.0406391) (-6.55484e-05 0.000336754 9.54172e-08)))
0.0041	(((0.101633 0.101633 2.58919e-05) (-2.29085e-07 -2.28968e-07 0.000673493)) ((-0.00133681 0.00134717 -0.0406532) (-6.51112e-05 0.000334508 9.15764e-08)))
0.004125	(((0.101659 0.101659 2.55859e-05) (-2.18911e-07 -2.18789e-07 0.000668929)) ((-0.00134793 0.00135816 -0.0406638) (-6.46698e-05 0.000332241 8.75041e-08)))
0.00415	(((0.101678 0.101678 2.52305e-05) (-2.08318e-07 -2.08189e-07 0.000664326)) ((-0.00135898 0.00136907 -0.0406712) (-6.42247e-05 0.000329955 8.32637e-08)))
0.004175	(((0.101689 0.101689 2.4829e-05) (-1.97425e-07 -1.97291e-07 0.000659686)) ((-0.00136996 0.0013799 -0.0406756) (-6.37761e-05 0.000327651 7.89039e-08)))
0.0042	(((0.101694 0.101694 2.43841e-05) (-1.86319e-07 -1.86179e-07 0.000655012)) ((-0.00138088 0.00139064 -0.0406776) (-6.33241e-05 0.000325329 7.44585e-08)))
0.004225	(((0.101693 0.101693 2.38994e-05) (-1.7505e-07 -1.74905e-07 0.000650306)) ((-0.00139173 0.00140129 -0.0406773) (-6.2869e-05 0.000322991 6.99485e-08)))
0.00425	(((0.101688 0.101688 2.33802e-05) (-1.6365e-07 -1.63499e-07 0.000645569)) ((-0.00140252 0.00141187 -0.0406752) (-6.24109e-05 0.000320639 6.53855e-08)))
0.004275	(((0.101679 0.101679 2.2833e-05) (-1.52132e-07 -1.51976e-07 0.000640804)) ((-0.00141324 0.00142238 -0.0406715) (-6.19501e-05 0.000318272 6.07758e-08)))
0.0043	(((0.101666 0.101666 2.22658e-05) (-1.40509e-07 -1.40348e-07 0.000636011)) ((-0.0014239 0.00143281 -0.0406662) (-6.14866e-05 0.000315891 5.61241e-08)))
0.004325	(((0.101649 0.101649 2.16869e-05) (-1.28795e-07 -1.28629e-07 0.000631193)) ((-0.0014345 0.00144317 -0.0406596) (-6.10207e-05 0.000313498 5.14362e-08)))
0.00435	(((0.101629 0.101629 2.11047e-05) (-1.17016e-07 -1.16846e-07 0.00062635)) ((-0.00144503 0.00145347 -0.0406515) (-6.05524e-05 0.000311093 4.67223e-08)))
0.004375	(((0.101605 0.101605 2.05266e-05) (-1.05198e-07 -1.05023e-07 0.000621486)) ((-0.0014555 0.00146371 -0.040642) (-6.0082e-05 0.000308676 4.19929e-08)))
0.0044	(((0.101577 0.101577 1.9959e-05) (-9.33772e-08 -9.31986e-08 0.000616601)) ((-0.00146591 0.00147389 -0.0406308) (-5.96096e-05 0.00030625 3.72627e-08)))
0.004425	(((0.101545 0.101545 1.94068e-05) (-8.15948e-08 -8.1412e-08 0.000611698)) ((-0.00147625 0.00148402 -0.0406181) (-5.91355e-05 0.000303815 3.25476e-08)))
0.00445	(((0.101509 0.101509 1.8874e-05) (-6.98902e-08 -6.97033e-08 0.000606778)) ((-0.00148654 0.00149408 -0.0406036) (-5.86597e-05 0.000301371 2.78638e-08)))
0.004475	(((0.101469 0.101469 1.83636e-05) (-5.83001e-08 -5.81091e-08 0.000601844)) ((-0.00149675 0.0015041 -0.0405876) (-5.81825e-05 0.00029892 2.32257e-08)))
0.0045	(((0.101425 0.101425 1.78778e-05) (-4.68532e-08 -4.66582e-08 0.000596896)) ((-0.00150691 0.00151406 -0.04057) (-5.7704e-05 0.000296462 1.86449e-08)))
0.004525	(((0.101376 0.101376 1.72914e-05) (-3.55566e-08 -3.53575e-08 0.000591936)) ((-0.00151692 0.00152383 -0.0405505) (-5.72244e-05 0.000293999 1.41243e-08)))
0.00455	(((0.101324 0.101324 1.67075e-05) (-2.44399e-08 -2.42367e-08 0.000586966)) ((-0.00152684 0.00153353 -0.0405296) (-5.67438e-05 0.00029153 9.67554e-09)))
0.004575	(((0.101269 0.101269 1.62019e-05) (-1.34975e-08 -1.32902e-08 0.000581987)) ((-0.00153674 0.00154322 -0.0405075) (-5.62623e-05 0.000289057 5.29655e-09)))
0.0046	(((0.101212 0.101212 1.57859e-05) (-2.72389e-09 -2.51244e-09 0.000577)) ((-0.00154661 0.00155292 -0.0404846) (-5.57801e-05 0.00028658 9.85057e-10)))
0.004625	(((0.101152 0.101152 1.54487e-05) (7.89037e-09 8.10601e-09 0.000572007)) ((-0.00155645 0.00156263 -0.0404609) (-5.52972e-05 0.0002841 -3.26273e-09)))
0.00465	(((0.101091 0.101091 1.51747e-05) (1.83561e-08 1.8576e-08 0.000567008)) ((-0.00156625 0.00157232 -0.0404365) (-5.48138e-05 0.000281617 -7.45114e-09)))
0.004675	(((0.101028 0.101028 1.49461e-05) (2.86839e-08 2.89081e-08 0.000562004)) ((-0.001576 0.00158198 -0.0404113) (-5.433e-05 0.000279132 -1.15844e-08)))
0.0047	(((0.100963 0.100963 1.47476e-05) (3.88818e-08 3.91104e-08 0.000556997)) ((-0.00158568 0.00159158 -0.0403854) (-5.38458e-05 0.000276645 -1.56657e-08)))
0.004725	(((0.100897 0.100897 1.45714e-05) (4.89543e-08 4.91874e-08 0.000551987)) ((-0.0015953 0.00160112 -0.0403586) (-5.33614e-05 0.000274156 -1.9697e-08)))
0.00475	(((0.100828 0.100828 1.44182e-05) (5.89018e-08 5.91394e-08 0.000546977)) ((-0.00160483 0.0016106 -0.0403311) (-5.28769e-05 0.000271668 -2.36782e-08)))
0.004775	(((0.100757 0.100757 1.42936e-05) (6.87192e-08 6.89615e-08 0.000541965)) ((-0.0016143 0.00162002 -0.0403028) (-5.23923e-05 0.000269178 -2.76075e-08)))
0.0048	(((0.100685 0.100685 1.42049e-05) (7.83972e-08 7.86443e-08 0.000536955)) ((-0.00162371 0.00162939 -0.0402738) (-5.19078e-05 0.00026669 -3.14811e-08)))
0.004825	(((0.100611 0.100611 1.4157e-05) (8.79231e-08 8.81751e-08 0.000531945)) ((-0.00163306 0.00163872 -0.0402442) (-5.14234e-05 0.000264202 -3.52939e-08)))
0.00485	(((0.100535 0.100535 1.41517e-05) (9.72818e-08 9.75389e-08 0.000526939)) ((-0.00164235 0.00164801 -0.040214) (-5.09393e-05 0.000261715 -3.90399e-08)))
0.004875	(((0.100458 0.100458 1.41874e-05) (1.06456e-07 1.06718e-07 0.000521935)) ((-0.00165158 0.00165726 -0.0401834) (-5.04555e-05 0.00025923 -4.27122e-08)))
0.0049	(((0.100381 0.100381 1.42602e-05) (1.15428e-07 1.15695e-07 0.000516936)) ((-0.00166076 0.00166647 -0.0401522) (-4.99721e-05 0.000256747 -4.63034e-08)))
0.004925	(((0.100302 0.100302 1.43655e-05) (1.24175e-07 1.24448e-07 0.000511942)) ((-0.00166988 0.00167563 -0.0401207) (-4.94893e-05 0.000254266 -4.98052e-08)))
0.00495	(((0.100222 0.100222 1.44986e-05) (1.32676e-07 1.32955e-07 0.000506954)) ((-0.00167895 0.00168475 -0.0400887) (-4.9007e-05 0.000251789 -5.32083e-08)))
0.004975	(((0.100141 0.100141 1.46556e-05) (1.40905e-07 1.4119e-07 0.000501973)) ((-0.00168795 0.00169381 -0.0400565) (-4.85253e-05 0.000249315 -5.65029e-08)))
0.005	(((0.10006 0.10006 1.4833e-05) (1.48836e-07 1.49127e-07 0.000496999)) ((-0.00169689 0.00170282 -0.040024) (-4.80444e-05 0.000246844 -5.96782e-08)))
0.005025	(((0.099978 0.099978 1.50276e-05) (1.5644e-07 1.56736e-07 0.000492033)) ((-0.00170577 0.00171178 -0.0399912) (-4.75643e-05 0.000244378 -6.27227e-08)))
0.00505	(((0.0998957 0.0998957 1.52359e-05) (1.63685e-07 1.63988e-07 0.000487077)) ((-0.0017146 0.00172069 -0.0399583) (-4.70851e-05 0.000241916 -6.56238e-08)))
0.005075	(((0.0998129 0.0998129 1.5454e-05) (1.70538e-07 1.70847e-07 0.000482131)) ((-0.00172336 0.00172954 -0.0399252) (-4.66068e-05 0.000239459 -6.83681e-08)))
0.0051	(((0.0997298 0.0997298 1.56772e-05) (1.76961e-07 1.77277e-07 0.000477195)) ((-0.00173207 0.00173834 -0.0398919) (-4.61296e-05 0.000237008 -7.09408e-08)))
0.005125	(((0.0996465 0.0996465 1.59007e-05) (1.82917e-07 1.8324e-07 0.000472271)) ((-0.00174071 0.00174707 -0.0398586) (-4.56535e-05 0.000234562 -7.33265e-08)))
0.00515	(((0.0995631 0.0995631 1.61191e-05) (1.88367e-07 1.88696e-07 0.000467359)) ((-0.0017493 0.00175575 -0.0398252) (-4.51786e-05 0.000232122 -7.55098e-08)))
0.005175	(((0.0994794 0.0994794 1.6327e-05) (1.93272e-07 1.93608e-07 0.000462461)) ((-0.00175783 0.00176436 -0.0397918) (-4.47049e-05 0.000229689 -7.74753e-08)))
0.0052	(((0.0993957 0.0993957 1.6519e-05) (1.97596e-07 1.97939e-07 0.000457576)) ((-0.0017663 0.00177291 -0.0397583) (-4.42326e-05 0.000227263 -7.92081e-08)))
0.005225	(((0.0993119 0.0993119 1.66899e-05) (2.01302e-07 2.01652e-07 0.000452707)) ((-0.00177471 0.00178138 -0.0397248) (-4.37618e-05 0.000224845 -8.06941e-08)))
0.00525	(((0.0992281 0.0992282 1.68349e-05) (2.0436e-07 2.04717e-07 0.000447855)) ((-0.00178305 0.00178979 -0.0396913) (-4.32926e-05 0.000222434 -8.1921e-08)))
0.005275	(((0.0991444 0.0991444 1.69493e-05) (2.06737e-07 2.07103e-07 0.000443019)) ((-0.00179134 0.00179812 -0.0396578) (-4.2825e-05 0.000220033 -8.28758e-08)))
0.0053	(((0.0990607 0.0990607 1.70291e-05) (2.08409e-07 2.08782e-07 0.000438202)) ((-0.00179957 0.00180638 -0.0396243) (-4.23592e-05 0.00021764 -8.35484e-08)))
0.005325	(((0.0989772 0.0989772 1.70704e-05) (2.09355e-07 2.09736e-07 0.000433404)) ((-0.00180774 0.00181456 -0.0395909) (-4.18952e-05 0.000215257 -8.39306e-08)))
0.00535	(((0.0988938 0.0988938 1.707e-05) (2.09561e-07 2.09949e-07 0.000428626)) ((-0.00181584 0.00182267 -0.0395575) (-4.14333e-05 0.000212884 -8.40167e-08)))
0.005375	(((0.0988106 0.0988106 1.70248e-05) (2.09017e-07 2.09413e-07 0.000423871)) ((-0.00182389 0.0018307 -0.0395242) (-4.09735e-05 0.000210522 -8.3803e-08)))
0.0054	(((0.0987276 0.0987276 1.69326e-05) (2.07721e-07 2.08125e-07 0.00041914)) ((-0.00183187 0.00183865 -0.0394911) (-4.05159e-05 0.000208172 -8.32885e-08)))
0.005425	(((0.0986449 0.0986449 1.67915e-05) (2.05675e-07 2.06087e-07 0.000414434)) ((-0.0018398 0.00184651 -0.0394579) (-4.00608e-05 0.000205834 -8.24742e-08)))
0.00545	(((0.0985623 0.0985623 1.66003e-05) (2.02889e-07 2.03309e-07 0.000409754)) ((-0.00184766 0.0018543 -0.0394249) (-3.96082e-05 0.00020351 -8.13636e-08)))
0.005475	(((0.0984801 0.0984801 1.63585e-05) (1.99378e-07 1.99805e-07 0.000405102)) ((-0.00185547 0.00186201 -0.039392) (-3.91583e-05 0.000201199 -7.99629e-08)))
0.0055	(((0.098398 0.098398 1.60663e-05) (1.95164e-07 1.95599e-07 0.000400481)) ((-0.00186321 0.00186964 -0.0393592) (-3.87114e-05 0.000198904 -7.8281e-08)))
0.005525	(((0.0983163 0.0983163 1.57245e-05) (1.90275e-07 1.90717e-07 0.000395892)) ((-0.0018709 0.00187719 -0.0393265) (-3.82675e-05 0.000196624 -7.63291e-08)))
0.00555	(((0.0982348 0.0982348 1.53344e-05) (1.84745e-07 1.85195e-07 0.000391338)) ((-0.00187853 0.00188466 -0.0392939) (-3.78271e-05 0.000194362 -7.41208e-08)))
0.005575	(((0.0981535 0.0981535 1.48978e-05) (1.78612e-07 1.79069e-07 0.000386822)) ((-0.0018861 0.00189206 -0.0392614) (-3.73902e-05 0.000192119 -7.16713e-08)))
0.0056	(((0.0980726 0.0980726 1.44173e-05) (1.71918e-07 1.72382e-07 0.000382345)) ((-0.00189362 0.00189939 -0.039229) (-3.69571e-05 0.000189895 -6.89973e-08)))
0.005625	(((0.0979919 0.0979919 1.38959e-05) (1.64709e-07 1.65181e-07 0.00037791)) ((-0.00190109 0.00190665 -0.0391968) (-3.65281e-05 0.000187692 -6.61176e-08)))
0.00565	(((0.0979115 0.0979115 1.33369e-05) (1.57037e-07 1.57516e-07 0.000373521)) ((-0.0019085 0.00191384 -0.0391646) (-3.61036e-05 0.000185512 -6.30523e-08)))
0.005675	(((0.0978315 0.0978315 1.27443e-05) (1.48954e-07 1.4944e-07 0.000369181)) ((-0.00191586 0.00192096 -0.0391326) (-3.56837e-05 0.000183356 -5.98225e-08)))
0.0057	(((0.0977518 0.0977518 1.21219e-05) (1.40516e-07 1.41008e-07 0.000364893)) ((-0.00192318 0.00192803 -0.0391007) (-3.52689e-05 0.000181226 -5.64504e-08)))
0.005725	(((0.0976724 0.0976724 1.1474e-05) (1.31776e-07 1.32275e-07 0.000360662)) ((-0.00193045 0.00193504 -0.039069) (-3.48596e-05 0.000179124 -5.29579e-08)))
0.00575	(((0.0975934 0.0975934 1.0805e-05) (1.2279e-07 1.23296e-07 0.000356491)) ((-0.00193767 0.00194199 -0.0390374) (-3.4456e-05 0.000177052 -4.93669e-08)))
0.005775	(((0.0975148 0.0975148 1.01192e-05) (1.13613e-07 1.14125e-07 0.000352384)) ((-0.00194486 0.0019489 -0.0390059) (-3.40587e-05 0.000175012 -4.5699e-08)))
0.0058	(((0.0974366 0.0974366 9.42123e-06) (1.04297e-07 1.04815e-07 0.000348346)) ((-0.001952 0.00195577 -0.0389747) (-3.3668e-05 0.000173006 -4.19757e-08)))
0.005825	(((0.0973589 0.0973589 8.71528e-06) (9.48944e-08 9.54189e-08 0.000344382)) ((-0.00195911 0.0019626 -0.0389436) (-3.32845e-05 0.000171037 -3.82178e-08)))
0.00585	(((0.0972816 0.0972816 8.00556e-06) (8.54551e-08 8.59855e-08 0.000340497)) ((-0.00196619 0.00196939 -0.0389126) (-3.29085e-05 0.000169107 -3.4445e-08)))
0.005875	(((0.0972048 0.0972048 7.296e-06) (7.60251e-08 7.65613e-08 0.000336696)) ((-0.00197324 0.00197615 -0.0388819) (-3.25407e-05 0.000167219 -3.06759e-08)))
0.0059	(((0.0971285 0.0971285 6.59025e-06) (6.66461e-08 6.71879e-08 0.000332984)) ((-0.00198026 0.00198289 -0.0388514) (-3.21815e-05 0.000165375 -2.69271e-08)))
0.005925	(((0.0970528 0.0970528 5.89165e-06) (5.73563e-08 5.79037e-08 0.000329367)) ((-0.00198725 0.00198961 -0.0388211) (-3.18315e-05 0.000163578 -2.32139e-08)))
0.00595	(((0.0969776 0.0969776 5.20326e-06) (4.81905e-08 4.87433e-08 0.00032585)) ((-0.00199423 0.00199631 -0.038791) (-3.14912e-05 0.000161831 -1.95503e-08)))
0.005975	(((0.096903 0.096903 4.52773e-06) (3.91798e-08 3.97379e-08 0.00032244)) ((-0.00200118 0.002003 -0.0387612) (-3.11612e-05 0.000160137 -1.59487e-08)))
0.006	(((0.096829 0.096829 3.86735e-06) (3.03511e-08 3.09144e-08 0.000319142)) ((-0.00200813 0.00200967 -0.0387316) (-3.08419e-05 0.000158499 -1.24198e-08)))
0.006025	(((0.0967556 0.0967556 3.22397e-06) (2.17271e-08 2.22954e-08 0.000315961)) ((-0.00201506 0.00201634 -0.0387023) (-3.05341e-05 0.000156919 -8.97265e-09)))
0.00605	(((0.0966829 0.0966829 2.59907e-06) (1.33256e-08 1.38989e-08 0.000312904)) ((-0.00202197 0.00202301 -0.0386732) (-3.02383e-05 0.0001554 -5.61453e-09)))
0.006075	(((0.0966108 0.0966108 1.99365e-06) (5.16021e-09 5.73833e-09 0.000309977)) ((-0.00202889 0.00202968 -0.0386443) (-2.99549e-05 0.000153946 -2.35076e-09)))
0.0061	(((0.0965394 0.0965394 1.40847e-06) (-2.75901e-09 -2.17617e-09 0.000307183)) ((-0.00203579 0.00203636 -0.0386158) (-2.96845e-05 0.000152558 8.14577e-10)))
0.006125	(((0.0964687 0.0964687 8.43907e-07) (-1.04249e-08 -9.83742e-09 0.000304529)) ((-0.0020427 0.00204304 -0.0385875) (-2.94276e-05 0.000151239 3.87863e-09)))
0.00615	(((0.0963986 0.0963986 3.00026e-07) (-1.78336e-08 -1.72417e-08 0.00030202)) ((-0.0020496 0.00204972 -0.0385594) (-2.91847e-05 0.000149993 6.83988e-09)))
0.006175	(((0.0963292 0.0963292 -2.2341e-07) (-2.49845e-08 -2.43881e-08 0.000299661)) ((-0.00205651 0.00205642 -0.0385317) (-2.89563e-05 0.000148821 9.69803e-09)))
0.0062	(((0.0962604 0.0962604 -7.26914e-07) (-3.18793e-08 -3.12786e-08 0.000297455)) ((-0.00206341 0.00206312 -0.0385042) (-2.87427e-05 0.000147725 1.24538e-08)))
0.006225	(((0.0961923 0.0961923 -1.21129e-06) (-3.85231e-08 -3.79182e-08 0.000295406)) ((-0.00207032 0.00206984 -0.0384769) (-2.85444e-05 0.000146707 1.51092e-08)))
0.00625	(((0.0961248 0.0961248 -1.67751e-06) (-4.49231e-08 -4.4314e-08 0.000293518)) ((-0.00207724 0.00207657 -0.0384499) (-2.83616e-05 0.000145769 1.76672e-08)))
0.006275	(((0.0960579 0.0960579 -2.12666e-06) (-5.10872e-08 -5.04741e-08 0.000291794)) ((-0.00208416 0.00208331 -0.0384231) (-2.81946e-05 0.000144912 2.01308e-08)))
0.0063	(((0.0959915 0.0959915 -2.55995e-06) (-5.7025e-08 -5.6408e-08 0.000290235)) ((-0.00209109 0.00209007 -0.0383966) (-2.80436e-05 0.000144138 2.2504e-08)))
0.006325	(((0.0959257 0.0959257 -2.97873e-06) (-6.27471e-08 -6.21262e-08 0.000288845)) ((-0.00209803 0.00209684 -0.0383703) (-2.79089e-05 0.000143447 2.47909e-08)))
0.00635	(((0.0958604 0.0958604 -3.38443e-06) (-6.82645e-08 -6.76398e-08 0.000287624)) ((-0.00210498 0.00210363 -0.0383442) (-2.77906e-05 0.00014284 2.6996e-08)))
0.006375	(((0.0957956 0.0957956 -3.77855e-06) (-7.35896e-08 -7.29612e-08 0.000286573)) ((-0.00211194 0.00211043 -0.0383182) (-2.76888e-05 0.000142318 2.91242e-08)))
0.0064	(((0.0957312 0.0957312 -4.16272e-06) (-7.87358e-08 -7.81038e-08 0.000285691)) ((-0.00211891 0.00211724 -0.0382925) (-2.76033e-05 0.00014188 3.11808e-08)))
0.006425	(((0.0956672 0.0956672 -4.53848e-06) (-8.3716e-08 -8.30805e-08 0.00028498)) ((-0.00212588 0.00212407 -0.0382669) (-2.75343e-05 0.000141526 3.31712e-08)))
0.00645	(((0.0956036 0.0956036 -4.90737e-06) (-8.85432e-08 -8.79043e-08 0.000284437)) ((-0.00213288 0.00213091 -0.0382414) (-2.74816e-05 0.000141256 3.51004e-08)))
0.006475	(((0.0955403 0.0955403 -5.27092e-06) (-9.32303e-08 -9.2588e-08 0.000284062)) ((-0.00213988 0.00213777 -0.0382161) (-2.74452e-05 0.00014107 3.69735e-08)))
0.0065	(((0.0954774 0.0954774 -5.63068e-06) (-9.779e-08 -9.71445e-08 0.000283853)) ((-0.00214689 0.00214464 -0.038191) (-2.74248e-05 0.000140966 3.87958e-08)))
0.006525	(((0.0954147 0.0954147 -5.9882e-06) (-1.02235e-07 -1.01586e-07 0.000283808)) ((-0.00215392 0.00215153 -0.0381659) (-2.74202e-05 0.000140943 4.05721e-08)))
0.00655	(((0.0953523 0.0953523 -6.34505e-06) (-1.06578e-07 -1.05926e-07 0.000283924)) ((-0.00216097 0.00215843 -0.0381409) (-2.74313e-05 0.000141001 4.23079e-08)))
0.006575	(((0.0952901 0.0952901 -6.70276e-06) (-1.10833e-07 -1.10178e-07 0.000284198)) ((-0.00216803 0.00216535 -0.0381161) (-2.74576e-05 0.000141137 4.40084e-08)))
0.0066	(((0.0952281 0.0952281 -7.06276e-06) (-1.15013e-07 -1.14355e-07 0.000284627)) ((-0.0021751 0.00217228 -0.0380913) (-2.74989e-05 0.00014135 4.56786e-08)))
0.006625	(((0.0951663 0.0951663 -7.42648e-06) (-1.19129e-07 -1.18468e-07 0.000285207)) ((-0.0021822 0.00217922 -0.0380665) (-2.75549e-05 0.000141638 4.73236e-08)))
0.00665	(((0.0951046 0.0951046 -7.79531e-06) (-1.23194e-07 -1.22531e-07 0.000285935)) ((-0.0021893 0.00218619 -0.0380419) (-2.76251e-05 0.000141999 4.89485e-08)))
0.006675	(((0.0950431 0.0950431 -8.17066e-06) (-1.27222e-07 -1.26555e-07 0.000286808)) ((-0.00219643 0.00219317 -0.0380172) (-2.77093e-05 0.000142432 5.0558e-08)))
0.0067	(((0.0949817 0.0949817 -8.5539e-06) (-1.31224e-07 -1.30554e-07 0.00028782)) ((-0.00220358 0.00220016 -0.0379927) (-2.78071e-05 0.000142935 5.21574e-08)))
0.006725	(((0.0949203 0.0949203 -8.94647e-06) (-1.35214e-07 -1.34542e-07 0.000288968)) ((-0.00221075 0.00220717 -0.0379681) (-2.79179e-05 0.000143505 5.37521e-08)))
0.00675	(((0.0948591 0.0948591 -9.34969e-06) (-1.39206e-07 -1.38531e-07 0.000290247)) ((-0.00221794 0.0022142 -0.0379436) (-2.80415e-05 0.00014414 5.53474e-08)))
0.006775	(((0.0947978 0.0947979 -9.76482e-06) (-1.43212e-07 -1.42534e-07 0.000291653)) ((-0.00222515 0.00222125 -0.0379191) (-2.81773e-05 0.000144839 5.69487e-08)))
0.0068	(((0.0947367 0.0947367 -1.01931e-05) (-1.47246e-07 -1.46566e-07 0.000293183)) ((-0.00223239 0.00222831 -0.0378947) (-2.83251e-05 0.000145598 5.85611e-08)))
0.006825	(((0.0946755 0.0946755 -1.06357e-05) (-1.51322e-07 -1.50639e-07 0.000294831)) ((-0.00223965 0.00223539 -0.0378702) (-2.84843e-05 0.000146417 6.019e-08)))
