0.0001 9.88435e-08 219
0.0002 9.81674e-08 182
0.0003 9.96367e-08 178
0.0004 9.76799e-08 177
0.0005 9.73389e-08 162
0.0006 9.88718e-08 127
0.0007 9.89623e-08 146
0.0008 9.66392e-08 150
0.0009 9.89832e-08 145
0.001 9.68872e-08 134
0.0011 9.67943e-08 115
0.0012 9.57932e-08 104
0.0013 9.69405e-08 107
0.0014 9.76544e-08 106
0.0015 9.9524e-08 100
0.0016 9.91604e-08 96
0.0017 9.76504e-08 100
0.0018 9.86436e-08 101
0.0019 9.66364e-08 101
0.002 9.68698e-08 99
0.0021 9.74568e-08 96
0.0022 9.99014e-08 92
0.0023 9.86235e-08 89
0.0024 9.83049e-08 86
0.0025 9.64438e-08 84
0.0026 9.99455e-08 81
0.0027 9.79369e-08 80
0.0028 9.95207e-08 79
0.0029 9.66307e-08 79
0.003 9.87247e-08 77
0.0031 9.93071e-08 75
0.0032 9.72574e-08 74
0.0033 9.90484e-08 72
0.0034 9.96565e-08 70
0.0035 9.90955e-08 68
0.0036 9.92731e-08 67
0.0037 9.7674e-08 66
0.0038 9.85929e-08 64
0.0039 9.67931e-08 64
0.004 9.88314e-08 62
0.0041 9.89527e-08 61
0.0042 9.93602e-08 60
0.0043 9.7189e-08 59
0.0044 9.86042e-08 58
0.0045 9.71798e-08 57
0.0046 9.79585e-08 56
0.0047 9.74407e-08 55
0.0048 9.79222e-08 54
0.0049 9.81627e-08 53
0.005 9.85724e-08 52
0.0051 9.93266e-08 51
0.0052 9.97726e-08 50
0.0053 9.68886e-08 50
0.0054 9.64108e-08 49
0.0055 9.75555e-08 48
0.0056 9.54199e-08 49
0.0057 9.57397e-08 50
0.0058 9.45512e-08 51
0.0059 9.86898e-08 51
0.006 9.50799e-08 52
0.0061 9.65847e-08 52
0.0062 9.73218e-08 52
0.0063 9.69276e-08 52
0.0064 9.55173e-08 52
0.0065 9.31992e-08 52
0.0066 9.66765e-08 51
0.0067 9.97789e-08 50
0.0068 9.50861e-08 50
0.0069 9.60199e-08 49
0.007 9.65915e-08 48
0.0071 9.63153e-08 47
0.0072 9.51468e-08 46
0.0073 9.31146e-08 45
0.0074 9.68095e-08 43
0.0075 9.99641e-08 41
0.0076 9.46883e-08 40
0.0077 9.57302e-08 38
0.0078 9.84444e-08 37
0.0079 9.73761e-08 36
0.008 9.7959e-08 35
0.0081 9.63389e-08 34
0.0082 9.63813e-08 33
0.0083 9.90949e-08 32
0.0084 9.61271e-08 32
0.0085 9.74822e-08 31
0.0086 9.57199e-08 32
0.0087 9.91614e-08 34
0.0088 9.68612e-08 37
0.0089 9.95533e-08 40
0.009 9.81421e-08 41
0.0091 9.34352e-08 41
0.0092 9.37355e-08 41
0.0093 9.45757e-08 42
0.0094 9.53525e-08 42
0.0095 9.67424e-08 45
0.0096 9.44952e-08 44
0.0097 9.89915e-08 43
0.0098 9.50712e-08 44
0.0099 9.71585e-08 44
0.01 9.97047e-08 44
0.0101 9.67158e-08 67
0.0102 9.6308e-08 50
0.0103 9.74523e-08 47
0.0104 9.67529e-08 51
0.0105 9.74689e-08 48
0.0106 9.70485e-08 46
0.0107 9.4342e-08 49
0.0108 9.5745e-08 51
0.0109 9.45532e-08 50
0.011 9.84448e-08 48
0.0111 9.59834e-08 47
0.0112 9.35648e-08 47
0.0113 9.79747e-08 47
0.0114 9.45534e-08 48
0.0115 9.32768e-08 48
0.0116 9.69472e-08 47
0.0117 9.40216e-08 47
0.0118 9.61459e-08 47
0.0119 9.77861e-08 47
0.012 9.86279e-08 47
0.0121 9.87105e-08 47
0.0122 9.82977e-08 47
0.0123 9.77195e-08 47
0.0124 9.7242e-08 47
0.0125 9.70033e-08 47
0.0126 9.70114e-08 47
0.0127 9.7184e-08 47
0.0128 9.74016e-08 47
0.0129 9.75546e-08 47
0.013 9.75727e-08 47
