Time outerCorrector residual
0.004675 4 2.75073e-05
0.004675 5 1.41674e-05
0.004675 6 7.32414e-06
0.004675 7 3.79688e-06
0.004675 8 1.97286e-06
0.004675 9 1.02726e-06
0.004675 10 5.36008e-07
0.0047 1 0.000211845
0.0047 2 0.000105818
0.0047 3 5.37232e-05
0.0047 4 2.75275e-05
0.0047 5 1.41842e-05
0.0047 6 7.33601e-06
0.0047 7 3.80456e-06
0.0047 8 1.9776e-06
0.0047 9 1.03008e-06
0.0047 10 5.37642e-07
0.004725 1 0.000211627
0.004725 2 0.00010577
0.004725 3 5.37252e-05
0.004725 4 2.7541e-05
0.004725 5 1.41973e-05
0.004725 6 7.34577e-06
0.004725 7 3.8111e-06
0.004725 8 1.9817e-06
0.004725 9 1.03255e-06
0.004725 10 5.39093e-07
0.00475 1 0.000211432
0.00475 2 0.000105731
0.00475 3 5.37303e-05
0.00475 4 2.75555e-05
0.00475 5 1.42106e-05
0.00475 6 7.35557e-06
0.00475 7 3.81759e-06
0.00475 8 1.98577e-06
0.00475 9 1.035e-06
0.00475 10 5.40527e-07
0.004775 1 0.000211295
0.004775 2 0.000105718
0.004775 3 5.37483e-05
0.004775 4 2.75762e-05
0.004775 5 1.4227e-05
0.004775 6 7.3668e-06
0.004775 7 3.8248e-06
0.004775 8 1.99019e-06
0.004775 9 1.03763e-06
0.004775 10 5.42053e-07
0.0048 1 0.000211224
0.0048 2 0.000105738
0.0048 3 5.3782e-05
0.0048 4 2.76047e-05
0.0048 5 1.42471e-05
0.0048 6 7.37997e-06
0.0048 7 3.83299e-06
0.0048 8 1.99511e-06
0.0048 9 1.04052e-06
0.0048 10 5.43714e-07
0.004825 1 0.00021121
0.004825 2 0.000105785
0.004825 3 5.38287e-05
0.004825 4 2.76394e-05
0.004825 5 1.42704e-05
0.004825 6 7.39466e-06
0.004825 7 3.84194e-06
0.004825 8 2.00042e-06
0.004825 9 1.0436e-06
0.004825 10 5.45478e-07
0.00485 1 0.000211235
0.00485 2 0.000105849
0.00485 3 5.3883e-05
0.00485 4 2.76776e-05
0.00485 5 1.42952e-05
0.00485 6 7.41009e-06
0.00485 7 3.85124e-06
0.00485 8 2.00589e-06
0.00485 9 1.04677e-06
0.00485 10 5.47285e-07
0.004875 1 0.000211279
0.004875 2 0.00010592
0.004875 3 5.39397e-05
0.004875 4 2.77164e-05
0.004875 5 1.43201e-05
0.004875 6 7.42548e-06
0.004875 7 3.86047e-06
0.004875 8 2.01132e-06
0.004875 9 1.04991e-06
0.004875 10 5.49074e-07
0.0049 1 0.000211329
0.0049 2 0.000105991
0.0049 3 5.39951e-05
0.0049 4 2.77541e-05
0.0049 5 1.43442e-05
0.0049 6 7.44031e-06
0.0049 7 3.86937e-06
0.0049 8 2.01656e-06
0.0049 9 1.05294e-06
0.0049 10 5.50805e-07
0.004925 1 0.000211383
0.004925 2 0.00010606
0.004925 3 5.40479e-05
0.004925 4 2.77898e-05
0.004925 5 1.4367e-05
0.004925 6 7.45437e-06
0.004925 7 3.87783e-06
0.004925 8 2.02154e-06
0.004925 9 1.05583e-06
0.004925 10 5.52459e-07
0.00495 1 0.00021144
0.00495 2 0.000106128
0.00495 3 5.40987e-05
0.00495 4 2.78239e-05
0.00495 5 1.43887e-05
0.00495 6 7.46775e-06
0.00495 7 3.88588e-06
0.00495 8 2.0263e-06
0.00495 9 1.05859e-06
0.00495 10 5.54044e-07
0.004975 1 0.000211506
0.004975 2 0.000106197
0.004975 3 5.41492e-05
0.004975 4 2.78572e-05
0.004975 5 1.44098e-05
0.004975 6 7.48071e-06
0.004975 7 3.89367e-06
0.004975 8 2.0309e-06
0.004975 9 1.06127e-06
0.004975 10 5.55581e-07
0.005 1 0.000211585
0.005 2 0.00010627
0.005 3 5.42006e-05
0.005 4 2.78906e-05
0.005 5 1.44307e-05
0.005 6 7.49346e-06
0.005 7 3.90132e-06
0.005 8 2.03541e-06
0.005 9 1.06389e-06
0.005 10 5.57086e-07
0.005025 1 0.000211679
0.005025 2 0.000106349
0.005025 3 5.42538e-05
0.005025 4 2.79244e-05
0.005025 5 1.44516e-05
0.005025 6 7.50616e-06
0.005025 7 3.9089e-06
0.005025 8 2.03987e-06
0.005025 9 1.06648e-06
0.005025 10 5.58573e-07
0.00505 1 0.000211789
0.00505 2 0.000106433
0.00505 3 5.43091e-05
0.00505 4 2.7959e-05
0.00505 5 1.44727e-05
0.00505 6 7.51886e-06
0.00505 7 3.91644e-06
0.00505 8 2.04429e-06
0.00505 9 1.06905e-06
0.00505 10 5.60048e-07
0.005075 1 0.000211913
0.005075 2 0.000106523
0.005075 3 5.4366e-05
0.005075 4 2.79939e-05
0.005075 5 1.44939e-05
0.005075 6 7.53153e-06
0.005075 7 3.92394e-06
0.005075 8 2.04869e-06
0.005075 9 1.07159e-06
0.005075 10 5.61508e-07
0.0051 1 0.000212047
0.0051 2 0.000106615
0.0051 3 5.44238e-05
0.0051 4 2.8029e-05
0.0051 5 1.45149e-05
0.0051 6 7.54407e-06
0.0051 7 3.93134e-06
0.0051 8 2.05301e-06
0.0051 9 1.0741e-06
0.0051 10 5.62949e-07
0.005125 1 0.000212189
0.005125 2 0.000106711
0.005125 3 5.44823e-05
0.005125 4 2.80641e-05
0.005125 5 1.45358e-05
0.005125 6 7.55647e-06
0.005125 7 3.93865e-06
0.005125 8 2.05728e-06
0.005125 9 1.07657e-06
0.005125 10 5.64368e-07
0.00515 1 0.000212338
0.00515 2 0.000106808
0.00515 3 5.45408e-05
0.00515 4 2.80989e-05
0.00515 5 1.45564e-05
0.00515 6 7.56865e-06
0.00515 7 3.94581e-06
0.00515 8 2.06146e-06
0.00515 9 1.07899e-06
0.00515 10 5.6576e-07
0.005175 1 0.000212493
0.005175 2 0.000106906
0.005175 3 5.45993e-05
0.005175 4 2.81333e-05
0.005175 5 1.45768e-05
0.005175 6 7.58061e-06
0.005175 7 3.95283e-06
0.005175 8 2.06556e-06
0.005175 9 1.08137e-06
0.005175 10 5.67126e-07
0.0052 1 0.000212653
0.0052 2 0.000107006
0.0052 3 5.46578e-05
0.0052 4 2.81675e-05
0.0052 5 1.45968e-05
0.0052 6 7.59238e-06
0.0052 7 3.95972e-06
0.0052 8 2.06958e-06
0.0052 9 1.0837e-06
0.0052 10 5.68467e-07
0.005225 1 0.00021282
0.005225 2 0.000107107
0.005225 3 5.47166e-05
0.005225 4 2.82016e-05
0.005225 5 1.46166e-05
0.005225 6 7.60398e-06
0.005225 7 3.9665e-06
0.005225 8 2.07353e-06
0.005225 9 1.08599e-06
0.005225 10 5.69787e-07
0.00525 1 0.000212993
0.00525 2 0.00010721
0.00525 3 5.47758e-05
0.00525 4 2.82355e-05
0.00525 5 1.46363e-05
0.00525 6 7.61546e-06
0.00525 7 3.9732e-06
0.00525 8 2.07743e-06
0.00525 9 1.08825e-06
0.00525 10 5.71088e-07
0.005275 1 0.000213175
0.005275 2 0.000107317
0.005275 3 5.48361e-05
0.005275 4 2.82699e-05
0.005275 5 1.46561e-05
0.005275 6 7.62694e-06
0.005275 7 3.97988e-06
0.005275 8 2.08131e-06
0.005275 9 1.09049e-06
0.005275 10 5.72382e-07
0.0053 1 0.000213366
0.0053 2 0.000107427
0.0053 3 5.48978e-05
0.0053 4 2.83048e-05
0.0053 5 1.46761e-05
0.0053 6 7.63846e-06
0.0053 7 3.98655e-06
0.0053 8 2.08518e-06
0.0053 9 1.09273e-06
0.0053 10 5.7367e-07
0.005325 1 0.000213567
0.005325 2 0.000107541
0.005325 3 5.49612e-05
0.005325 4 2.83403e-05
0.005325 5 1.46963e-05
0.005325 6 7.65005e-06
0.005325 7 3.99325e-06
0.005325 8 2.08905e-06
0.005325 9 1.09496e-06
0.005325 10 5.74955e-07
0.00535 1 0.00021378
0.00535 2 0.00010766
0.00535 3 5.50267e-05
0.00535 4 2.83767e-05
0.00535 5 1.47168e-05
0.00535 6 7.66178e-06
0.00535 7 3.99999e-06
0.00535 8 2.09293e-06
0.00535 9 1.0972e-06
0.00535 10 5.7624e-07
0.005375 1 0.000214006
0.005375 2 0.000107784
0.005375 3 5.50946e-05
0.005375 4 2.84142e-05
0.005375 5 1.47378e-05
0.005375 6 7.6737e-06
0.005375 7 4.00681e-06
0.005375 8 2.09685e-06
0.005375 9 1.09945e-06
0.005375 10 5.77531e-07
0.0054 1 0.000214245
0.0054 2 0.000107915
0.0054 3 5.51652e-05
0.0054 4 2.84529e-05
0.0054 5 1.47593e-05
0.0054 6 7.68584e-06
0.0054 7 4.01373e-06
0.0054 8 2.10081e-06
0.0054 9 1.10172e-06
0.0054 10 5.78828e-07
0.005425 1 0.0002145
0.005425 2 0.000108053
0.005425 3 5.52391e-05
0.005425 4 2.8493e-05
0.005425 5 1.47815e-05
0.005425 6 7.69828e-06
0.005425 7 4.02077e-06
0.005425 8 2.10482e-06
0.005425 9 1.10401e-06
0.005425 10 5.80137e-07
0.00545 1 0.000214772
0.00545 2 0.000108199
0.00545 3 5.5317e-05
0.00545 4 2.85351e-05
0.00545 5 1.48046e-05
0.00545 6 7.71115e-06
0.00545 7 4.02802e-06
0.00545 8 2.10893e-06
0.00545 9 1.10635e-06
0.00545 10 5.81469e-07
0.005475 1 0.000215065
0.005475 2 0.000108355
0.005475 3 5.53995e-05
0.005475 4 2.85793e-05
0.005475 5 1.48287e-05
0.005475 6 7.7245e-06
0.005475 7 4.0355e-06
0.005475 8 2.11315e-06
0.005475 9 1.10874e-06
0.005475 10 5.82824e-07
0.0055 1 0.000215379
0.0055 2 0.000108521
0.0055 3 5.54868e-05
0.0055 4 2.86259e-05
0.0055 5 1.4854e-05
0.0055 6 7.73839e-06
0.0055 7 4.04322e-06
0.0055 8 2.11748e-06
0.0055 9 1.11118e-06
0.0055 10 5.84207e-07
0.005525 1 0.000215716
0.005525 2 0.000108698
0.005525 3 5.55796e-05
0.005525 4 2.86751e-05
0.005525 5 1.48805e-05
0.005525 6 7.75288e-06
0.005525 7 4.05124e-06
0.005525 8 2.12196e-06
0.005525 9 1.11369e-06
0.005525 10 5.85623e-07
0.00555 1 0.000216077
0.00555 2 0.000108887
0.00555 3 5.56782e-05
0.00555 4 2.87271e-05
0.00555 5 1.49083e-05
0.00555 6 7.76802e-06
0.00555 7 4.05958e-06
0.00555 8 2.12659e-06
0.00555 9 1.11628e-06
0.00555 10 5.87075e-07
0.005575 1 0.000216464
0.005575 2 0.000109088
0.005575 3 5.57828e-05
0.005575 4 2.8782e-05
0.005575 5 1.49376e-05
0.005575 6 7.78384e-06
0.005575 7 4.06823e-06
0.005575 8 2.13137e-06
0.005575 9 1.11894e-06
0.005575 10 5.88563e-07
0.0056 1 0.000216877
0.0056 2 0.000109303
0.0056 3 5.58942e-05
0.0056 4 2.88403e-05
0.0056 5 1.49685e-05
0.0056 6 7.80046e-06
0.0056 7 4.07728e-06
0.0056 8 2.13634e-06
0.0056 9 1.1217e-06
0.0056 10 5.90097e-07
0.005625 1 0.000217319
0.005625 2 0.000109532
0.005625 3 5.60125e-05
0.005625 4 2.8902e-05
0.005625 5 1.50011e-05
0.005625 6 7.8179e-06
0.005625 7 4.08673e-06
0.005625 8 2.14151e-06
0.005625 9 1.12455e-06
0.005625 10 5.91679e-07
0.00565 1 0.00021779
0.00565 2 0.000109775
0.00565 3 5.61379e-05
0.00565 4 2.89672e-05
0.00565 5 1.50354e-05
0.00565 6 7.83618e-06
0.00565 7 4.09658e-06
0.00565 8 2.14688e-06
0.00565 9 1.1275e-06
0.00565 10 5.93308e-07
0.005675 1 0.000218289
0.005675 2 0.000110033
0.005675 3 5.62706e-05
0.005675 4 2.90359e-05
0.005675 5 1.50714e-05
0.005675 6 7.85531e-06
0.005675 7 4.10686e-06
0.005675 8 2.15245e-06
0.005675 9 1.13054e-06
0.005675 10 5.94985e-07
0.0057 1 0.000218816
0.0057 2 0.000110305
0.0057 3 5.64103e-05
0.0057 4 2.91082e-05
0.0057 5 1.51092e-05
0.0057 6 7.87531e-06
0.0057 7 4.11755e-06
0.0057 8 2.15823e-06
0.0057 9 1.13369e-06
0.0057 10 5.96713e-07
0.005725 1 0.000219372
0.005725 2 0.000110591
0.005725 3 5.65571e-05
0.005725 4 2.9184e-05
0.005725 5 1.51487e-05
0.005725 6 7.89612e-06
0.005725 7 4.12864e-06
0.005725 8 2.1642e-06
0.005725 9 1.13693e-06
0.005725 10 5.98486e-07
0.00575 1 0.000219954
0.00575 2 0.000110891
0.00575 3 5.67109e-05
0.00575 4 2.92632e-05
0.00575 5 1.51899e-05
0.00575 6 7.91779e-06
0.00575 7 4.14015e-06
0.00575 8 2.17038e-06
0.00575 9 1.14028e-06
0.00575 10 6.00308e-07
0.005775 1 0.000220563
0.005775 2 0.000111205
0.005775 3 5.68716e-05
0.005775 4 2.9346e-05
0.005775 5 1.52329e-05
0.005775 6 7.94031e-06
0.005775 7 4.15209e-06
0.005775 8 2.17676e-06
0.005775 9 1.14372e-06
0.005775 10 6.02181e-07
0.0058 1 0.000221196
0.0058 2 0.000111531
0.0058 3 5.70389e-05
0.0058 4 2.9432e-05
0.0058 5 1.52775e-05
0.0058 6 7.96364e-06
0.0058 7 4.16441e-06
0.0058 8 2.18333e-06
0.0058 9 1.14726e-06
0.0058 10 6.041e-07
0.005825 1 0.000221853
0.005825 2 0.000111869
0.005825 3 5.72122e-05
0.005825 4 2.95211e-05
0.005825 5 1.53236e-05
0.005825 6 7.98773e-06
0.005825 7 4.17711e-06
0.005825 8 2.19009e-06
0.005825 9 1.15088e-06
0.005825 10 6.06062e-07
0.00585 1 0.000222531
0.00585 2 0.000112219
0.00585 3 5.73912e-05
0.00585 4 2.9613e-05
0.00585 5 1.53711e-05
0.00585 6 8.01251e-06
0.00585 7 4.19016e-06
0.00585 8 2.19702e-06
0.00585 9 1.15459e-06
0.00585 10 6.08064e-07
0.005875 1 0.000223226
0.005875 2 0.000112578
0.005875 3 5.75751e-05
0.005875 4 2.97074e-05
0.005875 5 1.54199e-05
0.005875 6 8.03791e-06
0.005875 7 4.20347e-06
0.005875 8 2.20407e-06
0.005875 9 1.15836e-06
0.005875 10 6.10093e-07
0.0059 1 0.000223938
0.0059 2 0.000112945
0.0059 3 5.77631e-05
0.0059 4 2.98039e-05
0.0059 5 1.54697e-05
0.0059 6 8.06382e-06
0.0059 7 4.21707e-06
0.0059 8 2.21126e-06
0.0059 9 1.1622e-06
0.0059 10 6.12156e-07
0.005925 1 0.000224662
0.005925 2 0.000113319
0.005925 3 5.79551e-05
0.005925 4 2.99024e-05
0.005925 5 1.55206e-05
0.005925 6 8.09024e-06
0.005925 7 4.23091e-06
0.005925 8 2.21857e-06
0.005925 9 1.16609e-06
0.005925 10 6.14246e-07
0.00595 1 0.000225397
0.00595 2 0.000113699
0.00595 3 5.815e-05
0.00595 4 3.00025e-05
0.00595 5 1.55722e-05
0.00595 6 8.11704e-06
0.00595 7 4.24493e-06
0.00595 8 2.22597e-06
0.00595 9 1.17003e-06
0.00595 10 6.16355e-07
0.005975 1 0.000226138
0.005975 2 0.000114083
0.005975 3 5.83472e-05
0.005975 4 3.01038e-05
0.005975 5 1.56244e-05
0.005975 6 8.14416e-06
0.005975 7 4.25911e-06
0.005975 8 2.23344e-06
0.005975 9 1.174e-06
0.005975 10 6.18481e-07
0.006 1 0.000226883
0.006 2 0.000114469
0.006 3 5.85458e-05
0.006 4 3.02059e-05
0.006 5 1.56771e-05
0.006 6 8.17148e-06
0.006 7 4.27339e-06
0.006 8 2.24096e-06
0.006 9 1.17799e-06
0.006 10 6.20613e-07
0.006025 1 0.000227628
0.006025 2 0.000114856
0.006025 3 5.87448e-05
0.006025 4 3.03082e-05
0.006025 5 1.57299e-05
0.006025 6 8.19886e-06
0.006025 7 4.28769e-06
0.006025 8 2.24848e-06
0.006025 9 1.18198e-06
0.006025 10 6.22744e-07
0.00605 1 0.00022837
0.00605 2 0.000115241
0.00605 3 5.89432e-05
0.00605 4 3.04102e-05
0.00605 5 1.57825e-05
0.00605 6 8.22617e-06
0.00605 7 4.30195e-06
0.00605 8 2.25598e-06
0.00605 9 1.18595e-06
0.00605 10 6.24862e-07
0.006075 1 0.000229105
0.006075 2 0.000115624
0.006075 3 5.91403e-05
0.006075 4 3.05117e-05
0.006075 5 1.58349e-05
0.006075 6 8.25334e-06
0.006075 7 4.31613e-06
0.006075 8 2.26343e-06
0.006075 9 1.18989e-06
0.006075 10 6.26966e-07
0.0061 1 0.000229829
0.0061 2 0.000116002
0.0061 3 5.93353e-05
0.0061 4 3.06122e-05
0.0061 5 1.58868e-05
0.0061 6 8.28027e-06
0.0061 7 4.33018e-06
0.0061 8 2.27081e-06
0.0061 9 1.19379e-06
0.0061 10 6.29045e-07
0.006125 1 0.000230539
0.006125 2 0.000116373
0.006125 3 5.95273e-05
0.006125 4 3.07112e-05
0.006125 5 1.5938e-05
0.006125 6 8.30681e-06
0.006125 7 4.34402e-06
0.006125 8 2.27808e-06
0.006125 9 1.19764e-06
0.006125 10 6.31092e-07
0.00615 1 0.000231233
0.00615 2 0.000116736
0.00615 3 5.97154e-05
0.00615 4 3.08083e-05
0.00615 5 1.59882e-05
0.00615 6 8.33288e-06
0.00615 7 4.3576e-06
0.00615 8 2.28514e-06
0.00615 9 1.20134e-06
0.00615 10 6.33059e-07
0.006175 1 0.000231906
0.006175 2 0.000117089
0.006175 3 5.98986e-05
0.006175 4 3.09031e-05
0.006175 5 1.60372e-05
0.006175 6 8.35834e-06
0.006175 7 4.37088e-06
0.006175 8 2.29211e-06
0.006175 9 1.20502e-06
0.006175 10 6.35018e-07
0.0062 1 0.000232555
0.0062 2 0.000117431
0.0062 3 6.00761e-05
0.0062 4 3.0995e-05
0.0062 5 1.60848e-05
0.0062 6 8.38306e-06
0.0062 7 4.38378e-06
0.0062 8 2.29888e-06
0.0062 9 1.20859e-06
0.0062 10 6.36918e-07
0.006225 1 0.000233176
0.006225 2 0.000117759
0.006225 3 6.02468e-05
0.006225 4 3.10834e-05
0.006225 5 1.61307e-05
0.006225 6 8.40689e-06
0.006225 7 4.39621e-06
0.006225 8 2.3054e-06
0.006225 9 1.21203e-06
0.006225 10 6.38747e-07
0.00625 1 0.000233767
0.00625 2 0.000118072
0.00625 3 6.04104e-05
0.00625 4 3.11684e-05
0.00625 5 1.61747e-05
0.00625 6 8.42981e-06
0.00625 7 4.40818e-06
0.00625 8 2.31168e-06
0.00625 9 1.21535e-06
0.00625 10 6.40507e-07
0.006275 1 0.000234326
0.006275 2 0.000118369
0.006275 3 6.05659e-05
0.006275 4 3.12493e-05
0.006275 5 1.62168e-05
0.006275 6 8.45167e-06
0.006275 7 4.41959e-06
0.006275 8 2.31767e-06
0.006275 9 1.21851e-06
0.006275 10 6.42184e-07
0.0063 1 0.000234848
0.0063 2 0.000118649
0.0063 3 6.07127e-05
0.0063 4 3.13258e-05
0.0063 5 1.62565e-05
0.0063 6 8.47238e-06
0.0063 7 4.4304e-06
0.0063 8 2.32334e-06
0.0063 9 1.2215e-06
0.0063 10 6.43772e-07
0.006325 1 0.000235333
0.006325 2 0.000118909
0.006325 3 6.08501e-05
0.006325 4 3.13975e-05
0.006325 5 1.62939e-05
0.006325 6 8.49186e-06
0.006325 7 4.44058e-06
0.006325 8 2.32868e-06
0.006325 9 1.22431e-06
0.006325 10 6.45266e-07
0.00635 1 0.000235777
0.00635 2 0.00011915
0.00635 3 6.09774e-05
0.00635 4 3.14642e-05
0.00635 5 1.63287e-05
0.00635 6 8.50999e-06
0.00635 7 4.45005e-06
0.00635 8 2.33365e-06
0.00635 9 1.22693e-06
0.00635 10 6.46656e-07
0.006375 1 0.000236178
0.006375 2 0.000119369
0.006375 3 6.10938e-05
0.006375 4 3.15253e-05
0.006375 5 1.63606e-05
0.006375 6 8.52663e-06
0.006375 7 4.45871e-06
0.006375 8 2.33813e-06
0.006375 9 1.22927e-06
0.006375 10 6.47896e-07
0.0064 1 0.000236534
0.0064 2 0.000119566
0.0064 3 6.1199e-05
0.0064 4 3.15808e-05
0.0064 5 1.63896e-05
0.0064 6 8.54179e-06
0.0064 7 4.46664e-06
0.0064 8 2.34229e-06
0.0064 9 1.23146e-06
0.0064 10 6.49059e-07
0.006425 1 0.000236844
0.006425 2 0.00011974
0.006425 3 6.12927e-05
0.006425 4 3.16303e-05
0.006425 5 1.64156e-05
0.006425 6 8.5554e-06
0.006425 7 4.47375e-06
0.006425 8 2.34602e-06
0.006425 9 1.23343e-06
0.006425 10 6.50103e-07
0.00645 1 0.000237107
0.00645 2 0.00011989
0.00645 3 6.13744e-05
0.00645 4 3.16738e-05
0.00645 5 1.64385e-05
0.00645 6 8.56737e-06
0.00645 7 4.48002e-06
0.00645 8 2.34931e-06
0.00645 9 1.23516e-06
0.00645 10 6.51021e-07
0.006475 1 0.000237322
0.006475 2 0.000120016
0.006475 3 6.14438e-05
0.006475 4 3.17109e-05
0.006475 5 1.64581e-05
0.006475 6 8.57765e-06
0.006475 7 4.48541e-06
0.006475 8 2.35214e-06
0.006475 9 1.23665e-06
0.006475 10 6.51812e-07
0.0065 1 0.000237487
0.0065 2 0.000120117
0.0065 3 6.15005e-05
0.0065 4 3.17416e-05
0.0065 5 1.64744e-05
0.0065 6 8.5862e-06
0.0065 7 4.48988e-06
0.0065 8 2.35449e-06
0.0065 9 1.23789e-06
0.0065 10 6.52469e-07
0.006525 1 0.000237601
0.006525 2 0.000120192
0.006525 3 6.15442e-05
0.006525 4 3.17655e-05
0.006525 5 1.64872e-05
0.006525 6 8.59297e-06
0.006525 7 4.49344e-06
0.006525 8 2.35636e-06
0.006525 9 1.23888e-06
0.006525 10 6.52993e-07
0.00655 1 0.000237665
0.00655 2 0.000120242
0.00655 3 6.15745e-05
0.00655 4 3.17826e-05
0.00655 5 1.64964e-05
0.00655 6 8.59788e-06
0.00655 7 4.49603e-06
0.00655 8 2.35772e-06
0.00655 9 1.2396e-06
0.00655 10 6.53375e-07
0.006575 1 0.000237677
0.006575 2 0.000120266
0.006575 3 6.15918e-05
0.006575 4 3.1793e-05
0.006575 5 1.65023e-05
0.006575 6 8.60103e-06
0.006575 7 4.4977e-06
0.006575 8 2.3586e-06
0.006575 9 1.24006e-06
0.006575 10 6.53625e-07
0.0066 1 0.000237639
0.0066 2 0.000120264
0.0066 3 6.15959e-05
0.0066 4 3.17967e-05
0.0066 5 1.65046e-05
0.0066 6 8.60234e-06
0.0066 7 4.49842e-06
0.0066 8 2.35898e-06
0.0066 9 1.24027e-06
0.0066 10 6.53738e-07
0.006625 1 0.000237551
0.006625 2 0.000120236
0.006625 3 6.15867e-05
0.006625 4 3.17934e-05
0.006625 5 1.65033e-05
0.006625 6 8.60182e-06
0.006625 7 4.49818e-06
0.006625 8 2.35887e-06
0.006625 9 1.24022e-06
0.006625 10 6.53714e-07
0.00665 1 0.000237412
0.00665 2 0.000120183
0.00665 3 6.15644e-05
0.00665 4 3.17834e-05
0.00665 5 1.64986e-05
0.00665 6 8.59949e-06
0.00665 7 4.49701e-06
0.00665 8 2.35827e-06
0.00665 9 1.23991e-06
0.00665 10 6.53556e-07
0.006675 1 0.000237225
0.006675 2 0.000120104
0.006675 3 6.1529e-05
0.006675 4 3.17666e-05
0.006675 5 1.64904e-05
0.006675 6 8.59534e-06
0.006675 7 4.49488e-06
0.006675 8 2.35717e-06
0.006675 9 1.23934e-06
0.006675 10 6.53263e-07
0.0067 1 0.000236988
0.0067 2 0.00012
0.0067 3 6.14805e-05
0.0067 4 3.17431e-05
0.0067 5 1.64786e-05
0.0067 6 8.58938e-06
0.0067 7 4.49182e-06
0.0067 8 2.35559e-06
0.0067 9 1.23852e-06
0.0067 10 6.52837e-07
0.006725 1 0.000236703
0.006725 2 0.000119871
0.006725 3 6.14193e-05
0.006725 4 3.1713e-05
0.006725 5 1.64635e-05
0.006725 6 8.58166e-06
0.006725 7 4.48785e-06
0.006725 8 2.35354e-06
0.006725 9 1.23746e-06
0.006725 10 6.52284e-07
0.00675 1 0.000236372
0.00675 2 0.000119719
0.00675 3 6.13457e-05
0.00675 4 3.16765e-05
0.00675 5 1.64451e-05
0.00675 6 8.57227e-06
0.00675 7 4.48302e-06
0.00675 8 2.35104e-06
0.00675 9 1.23616e-06
0.00675 10 6.5161e-07
0.006775 1 0.000235997
0.006775 2 0.000119543
0.006775 3 6.12602e-05
0.006775 4 3.16339e-05
0.006775 5 1.64235e-05
0.006775 6 8.56124e-06
0.006775 7 4.47734e-06
0.006775 8 2.3481e-06
0.006775 9 1.23463e-06
0.006775 10 6.50819e-07
0.0068 1 0.000235578
0.0068 2 0.000119345
0.0068 3 6.11631e-05
0.0068 4 3.15853e-05
0.0068 5 1.63988e-05
0.0068 6 8.54864e-06
0.0068 7 4.47086e-06
0.0068 8 2.34475e-06
0.0068 9 1.2329e-06
0.0068 10 6.49918e-07
0.006825 1 0.000235117
0.006825 2 0.000119125
0.006825 3 6.10548e-05
0.006825 4 3.15309e-05
0.006825 5 1.63712e-05
0.006825 6 8.53451e-06
0.006825 7 4.46359e-06
0.006825 8 2.341e-06
0.006825 9 1.23096e-06
0.006825 10 6.4891e-07
0.00685 1 0.000234616
0.00685 2 0.000118884
0.00685 3 6.09357e-05
0.00685 4 3.1471e-05
0.00685 5 1.63408e-05
0.00685 6 8.51892e-06
0.00685 7 4.45557e-06
0.00685 8 2.33686e-06
0.00685 9 1.22882e-06
0.00685 10 6.47801e-07
0.006875 1 0.000234077
0.006875 2 0.000118623
0.006875 3 6.0806e-05
0.006875 4 3.14057e-05
0.006875 5 1.63076e-05
0.006875 6 8.50192e-06
0.006875 7 4.44684e-06
0.006875 8 2.33236e-06
0.006875 9 1.22649e-06
0.006875 10 6.46596e-07
0.0069 1 0.000233501
0.0069 2 0.000118344
0.0069 3 6.06671e-05
0.0069 4 3.13356e-05
0.0069 5 1.6272e-05
0.0069 6 8.48372e-06
0.0069 7 4.43749e-06
0.0069 8 2.32755e-06
0.0069 9 1.22401e-06
0.0069 10 6.45312e-07
0.006925 1 0.000232892
0.006925 2 0.000118047
0.006925 3 6.05192e-05
0.006925 4 3.1261e-05
0.006925 5 1.62341e-05
0.006925 6 8.46435e-06
0.006925 7 4.42756e-06
0.006925 8 2.32244e-06
0.006925 9 1.22137e-06
0.006925 10 6.43953e-07
0.00695 1 0.000232252
0.00695 2 0.000117734
0.00695 3 6.03631e-05
0.00695 4 3.11823e-05
0.00695 5 1.61941e-05
0.00695 6 8.44394e-06
0.00695 7 4.41711e-06
0.00695 8 2.31707e-06
0.00695 9 1.21861e-06
0.00695 10 6.42528e-07
0.006975 1 0.000231582
0.006975 2 0.000117406
0.006975 3 6.01995e-05
0.006975 4 3.10998e-05
0.006975 5 1.61522e-05
0.006975 6 8.42259e-06
0.006975 7 4.40619e-06
0.006975 8 2.31147e-06
0.006975 9 1.21573e-06
0.006975 10 6.41047e-07
0.007 1 0.000230886
0.007 2 0.000117064
0.007 3 6.00291e-05
0.007 4 3.10139e-05
0.007 5 1.61086e-05
0.007 6 8.40044e-06
0.007 7 4.39489e-06
0.007 8 2.3057e-06
0.007 9 1.21277e-06
0.007 10 6.39526e-07
0.007025 1 0.000230166
0.007025 2 0.000116711
0.007025 3 5.98526e-05
0.007025 4 3.0925e-05
0.007025 5 1.60636e-05
0.007025 6 8.37753e-06
0.007025 7 4.38321e-06
0.007025 8 2.29973e-06
0.007025 9 1.20971e-06
0.007025 10 6.37956e-07
0.00705 1 0.000229424
0.00705 2 0.000116346
0.00705 3 5.96707e-05
0.00705 4 3.08335e-05
0.00705 5 1.60173e-05
0.00705 6 8.35403e-06
0.00705 7 4.37128e-06
0.00705 8 2.29369e-06
0.00705 9 1.20665e-06
0.00705 10 6.36387e-07
0.007075 1 0.000228664
0.007075 2 0.000115973
0.007075 3 5.94848e-05
