Time outerCorrector residual
0.00215 1 0.000260353
0.00215 2 0.000130887
0.00215 3 6.74256e-05
0.00215 4 3.52326e-05
0.00215 5 1.85679e-05
0.00215 6 9.83808e-06
0.00215 7 5.23146e-06
0.00215 8 2.78923e-06
0.00215 9 1.49039e-06
0.00215 10 7.9799e-07
0.002175 1 0.000256983
0.002175 2 0.000129235
0.002175 3 6.65926e-05
0.002175 4 3.48069e-05
0.002175 5 1.83488e-05
0.002175 6 9.72497e-06
0.002175 7 5.17293e-06
0.002175 8 2.75889e-06
0.002175 9 1.47463e-06
0.002175 10 7.89791e-07
0.0022 1 0.000253716
0.0022 2 0.000127632
0.0022 3 6.57834e-05
0.0022 4 3.43928e-05
0.0022 5 1.81355e-05
0.0022 6 9.6147e-06
0.0022 7 5.1158e-06
0.0022 8 2.72925e-06
0.0022 9 1.45923e-06
0.0022 10 7.81771e-07
0.002225 1 0.000250546
0.002225 2 0.000126076
0.002225 3 6.49969e-05
0.002225 4 3.39898e-05
0.002225 5 1.79277e-05
0.002225 6 9.50716e-06
0.002225 7 5.06006e-06
0.002225 8 2.70031e-06
0.002225 9 1.44418e-06
0.002225 10 7.73931e-07
0.00225 1 0.00024747
0.00225 2 0.000124563
0.00225 3 6.42319e-05
0.00225 4 3.35974e-05
0.00225 5 1.77251e-05
0.00225 6 9.4022e-06
0.00225 7 5.00561e-06
0.00225 8 2.67207e-06
0.00225 9 1.42951e-06
0.00225 10 7.66286e-07
0.002275 1 0.000244481
0.002275 2 0.000123093
0.002275 3 6.3487e-05
0.002275 4 3.32149e-05
0.002275 5 1.75274e-05
0.002275 6 9.29965e-06
0.002275 7 4.95233e-06
0.002275 8 2.64435e-06
0.002275 9 1.41506e-06
0.002275 10 7.58749e-07
0.0023 1 0.000241576
0.0023 2 0.000121661
0.0023 3 6.27613e-05
0.0023 4 3.28419e-05
0.0023 5 1.73343e-05
0.0023 6 9.1994e-06
0.0023 7 4.90018e-06
0.0023 8 2.61719e-06
0.0023 9 1.4009e-06
0.0023 10 7.51353e-07
0.002325 1 0.000238749
0.002325 2 0.000120268
0.002325 3 6.2054e-05
0.002325 4 3.24778e-05
0.002325 5 1.71457e-05
0.002325 6 9.10135e-06
0.002325 7 4.84912e-06
0.002325 8 2.59056e-06
0.002325 9 1.38701e-06
0.002325 10 7.44091e-07
0.00235 1 0.000236
0.00235 2 0.000118911
0.00235 3 6.13644e-05
0.00235 4 3.21224e-05
0.00235 5 1.69613e-05
0.00235 6 9.00542e-06
0.00235 7 4.79911e-06
0.00235 8 2.56447e-06
0.00235 9 1.37337e-06
0.00235 10 7.36959e-07
0.002375 1 0.000233324
0.002375 2 0.000117589
0.002375 3 6.06921e-05
0.002375 4 3.17756e-05
0.002375 5 1.67812e-05
0.002375 6 8.91158e-06
0.002375 7 4.75019e-06
0.002375 8 2.539e-06
0.002375 9 1.3601e-06
0.002375 10 7.30012e-07
0.0024 1 0.00023072
0.0024 2 0.000116301
0.0024 3 6.00367e-05
0.0024 4 3.14371e-05
0.0024 5 1.66052e-05
0.0024 6 8.8198e-06
0.0024 7 4.70224e-06
0.0024 8 2.51392e-06
0.0024 9 1.34698e-06
0.0024 10 7.23136e-07
0.002425 1 0.000228186
0.002425 2 0.000115047
0.002425 3 5.93976e-05
0.002425 4 3.11067e-05
0.002425 5 1.64333e-05
0.002425 6 8.73003e-06
0.002425 7 4.6553e-06
0.002425 8 2.48936e-06
0.002425 9 1.33411e-06
0.002425 10 7.16387e-07
0.00245 1 0.000225718
0.00245 2 0.000113826
0.00245 3 5.87745e-05
0.00245 4 3.07843e-05
0.00245 5 1.62653e-05
0.00245 6 8.64226e-06
0.00245 7 4.60942e-06
0.00245 8 2.46544e-06
0.00245 9 1.32163e-06
0.00245 10 7.09839e-07
0.002475 1 0.000223314
0.002475 2 0.000112635
0.002475 3 5.81668e-05
0.002475 4 3.04695e-05
0.002475 5 1.61012e-05
0.002475 6 8.55638e-06
0.002475 7 4.56442e-06
0.002475 8 2.44184e-06
0.002475 9 1.30924e-06
0.002475 10 7.03334e-07
0.0025 1 0.000220972
0.0025 2 0.000111474
0.0025 3 5.75738e-05
0.0025 4 3.01622e-05
0.0025 5 1.59407e-05
0.0025 6 8.47237e-06
0.0025 7 4.52039e-06
0.0025 8 2.41874e-06
0.0025 9 1.29711e-06
0.0025 10 6.96955e-07
0.002525 1 0.00021869
0.002525 2 0.000110342
0.002525 3 5.69951e-05
0.002525 4 2.98619e-05
0.002525 5 1.57838e-05
0.002525 6 8.39012e-06
0.002525 7 4.47721e-06
0.002525 8 2.39605e-06
0.002525 9 1.28518e-06
0.002525 10 6.90678e-07
0.00255 1 0.000216464
0.00255 2 0.000109238
0.00255 3 5.64301e-05
0.00255 4 2.95685e-05
0.00255 5 1.56304e-05
0.00255 6 8.3096e-06
0.00255 7 4.4349e-06
0.00255 8 2.37379e-06
0.00255 9 1.27346e-06
0.00255 10 6.84511e-07
0.002575 1 0.000214292
0.002575 2 0.00010816
0.002575 3 5.58783e-05
0.002575 4 2.92817e-05
0.002575 5 1.54802e-05
0.002575 6 8.23075e-06
0.002575 7 4.39342e-06
0.002575 8 2.35202e-06
0.002575 9 1.26212e-06
0.002575 10 6.78588e-07
0.0026 1 0.000212173
0.0026 2 0.000107107
0.0026 3 5.53392e-05
0.0026 4 2.90013e-05
0.0026 5 1.53333e-05
0.0026 6 8.15351e-06
0.0026 7 4.35275e-06
0.0026 8 2.33059e-06
0.0026 9 1.25082e-06
0.0026 10 6.72628e-07
0.002625 1 0.000210105
0.002625 2 0.000106079
0.002625 3 5.48124e-05
0.002625 4 2.8727e-05
0.002625 5 1.51895e-05
0.002625 6 8.07784e-06
0.002625 7 4.31287e-06
0.002625 8 2.30955e-06
0.002625 9 1.23972e-06
0.002625 10 6.66767e-07
0.00265 1 0.000208085
0.00265 2 0.000105075
0.00265 3 5.42975e-05
0.00265 4 2.84588e-05
0.00265 5 1.50487e-05
0.00265 6 8.00369e-06
0.00265 7 4.27375e-06
0.00265 8 2.2889e-06
0.00265 9 1.22881e-06
0.00265 10 6.61004e-07
0.002675 1 0.000206112
0.002675 2 0.000104094
0.002675 3 5.37941e-05
0.002675 4 2.81964e-05
0.002675 5 1.49109e-05
0.002675 6 7.93103e-06
0.002675 7 4.23539e-06
0.002675 8 2.26864e-06
0.002675 9 1.21809e-06
0.002675 10 6.55337e-07
0.0027 1 0.000204184
0.0027 2 0.000103135
0.0027 3 5.33018e-05
0.0027 4 2.79396e-05
0.0027 5 1.47759e-05
0.0027 6 7.85983e-06
0.0027 7 4.19777e-06
0.0027 8 2.24874e-06
0.0027 9 1.20756e-06
0.0027 10 6.49764e-07
0.002725 1 0.000202299
0.002725 2 0.000102198
0.002725 3 5.28203e-05
0.002725 4 2.76883e-05
0.002725 5 1.46437e-05
0.002725 6 7.79001e-06
0.002725 7 4.16084e-06
0.002725 8 2.22919e-06
0.002725 9 1.19728e-06
0.002725 10 6.44439e-07
0.00275 1 0.000200456
0.00275 2 0.000101281
0.00275 3 5.23491e-05
0.00275 4 2.74422e-05
0.00275 5 1.45141e-05
0.00275 6 7.72155e-06
0.00275 7 4.1246e-06
0.00275 8 2.20999e-06
0.00275 9 1.1871e-06
0.00275 10 6.39044e-07
0.002775 1 0.000198653
0.002775 2 0.000100383
0.002775 3 5.18879e-05
0.002775 4 2.72012e-05
0.002775 5 1.43872e-05
0.002775 6 7.65442e-06
0.002775 7 4.08904e-06
0.002775 8 2.19114e-06
0.002775 9 1.1771e-06
0.002775 10 6.33814e-07
0.0028 1 0.000196888
0.0028 2 9.9505e-05
0.0028 3 5.14364e-05
0.0028 4 2.69652e-05
0.0028 5 1.42627e-05
0.0028 6 7.58856e-06
0.0028 7 4.05412e-06
0.0028 8 2.17261e-06
0.0028 9 1.16726e-06
0.0028 10 6.2859e-07
0.002825 1 0.000195162
0.002825 2 9.86453e-05
0.002825 3 5.09942e-05
0.002825 4 2.67339e-05
0.002825 5 1.41407e-05
0.002825 6 7.52395e-06
0.002825 7 4.01984e-06
0.002825 8 2.15441e-06
0.002825 9 1.15759e-06
0.002825 10 6.23449e-07
0.00285 1 0.000193471
0.00285 2 9.78033e-05
0.00285 3 5.05611e-05
0.00285 4 2.65072e-05
0.00285 5 1.40211e-05
0.00285 6 7.46056e-06
0.00285 7 3.98619e-06
0.00285 8 2.13652e-06
0.00285 9 1.14808e-06
0.00285 10 6.18389e-07
0.002875 1 0.000191814
0.002875 2 9.69785e-05
0.002875 3 5.01367e-05
0.002875 4 2.62851e-05
0.002875 5 1.39038e-05
0.002875 6 7.3984e-06
0.002875 7 3.9532e-06
0.002875 8 2.11899e-06
0.002875 9 1.13876e-06
0.002875 10 6.13426e-07
0.0029 1 0.000190191
0.0029 2 9.61702e-05
0.0029 3 4.97207e-05
0.0029 4 2.60672e-05
0.0029 5 1.37888e-05
0.0029 6 7.33733e-06
0.0029 7 3.92073e-06
0.0029 8 2.10171e-06
0.0029 9 1.12956e-06
0.0029 10 6.08523e-07
0.002925 1 0.0001886
0.002925 2 9.53779e-05
0.002925 3 4.93129e-05
0.002925 4 2.58536e-05
0.002925 5 1.36758e-05
0.002925 6 7.27739e-06
0.002925 7 3.88884e-06
0.002925 8 2.08473e-06
0.002925 9 1.12051e-06
0.002925 10 6.03699e-07
0.00295 1 0.00018704
0.00295 2 9.4601e-05
0.00295 3 4.8913e-05
0.00295 4 2.56441e-05
0.00295 5 1.35651e-05
0.00295 6 7.21854e-06
0.00295 7 3.85751e-06
0.00295 8 2.06803e-06
0.00295 9 1.11161e-06
0.00295 10 5.9895e-07
0.002975 1 0.00018551
0.002975 2 9.38391e-05
0.002975 3 4.85208e-05
0.002975 4 2.54385e-05
0.002975 5 1.34563e-05
0.002975 6 7.16075e-06
0.002975 7 3.82673e-06
0.002975 8 2.05162e-06
0.002975 9 1.10285e-06
0.002975 10 5.94275e-07
0.003 1 0.000184009
0.003 2 9.30917e-05
0.003 3 4.8136e-05
0.003 4 2.52368e-05
0.003 5 1.33496e-05
0.003 6 7.104e-06
0.003 7 3.79649e-06
0.003 8 2.03549e-06
0.003 9 1.09423e-06
0.003 10 5.89674e-07
0.003025 1 0.000327409
0.003025 2 0.000130442
0.003025 3 5.91059e-05
0.003025 4 2.83286e-05
0.003025 5 1.39896e-05
0.003025 6 7.04358e-06
0.003025 7 3.59717e-06
0.003025 8 1.85793e-06
0.003025 9 9.68721e-07
0.00305 1 0.000546518
0.00305 2 0.000207826
0.00305 3 8.92155e-05
0.00305 4 4.0545e-05
0.00305 5 1.90119e-05
0.00305 6 9.09728e-06
0.00305 7 4.41863e-06
0.00305 8 2.17235e-06
0.00305 9 1.07941e-06
0.00305 10 5.4167e-07
0.003075 1 0.000672882
0.003075 2 0.000258542
0.003075 3 0.000111084
0.003075 4 5.03089e-05
0.003075 5 2.34541e-05
0.003075 6 1.11384e-05
0.003075 7 5.3602e-06
0.003075 8 2.60633e-06
0.003075 9 1.27836e-06
0.003075 10 6.31923e-07
0.0031 1 0.000730908
0.0031 2 0.000281514
0.0031 3 0.000121258
0.0031 4 5.50277e-05
0.0031 5 2.56923e-05
0.0031 6 1.22133e-05
0.0031 7 5.88015e-06
0.0031 8 2.85883e-06
0.0031 9 1.40117e-06
0.0031 10 6.91638e-07
0.003125 1 0.000501312
0.003125 2 0.000201486
0.003125 3 8.91401e-05
0.003125 4 4.12173e-05
0.003125 5 1.95264e-05
0.003125 6 9.39699e-06
0.003125 7 4.57487e-06
0.003125 8 2.24821e-06
0.003125 9 1.11397e-06
0.003125 10 5.56253e-07
0.00315 1 0.000292186
0.00315 2 0.000122237
0.00315 3 5.64491e-05
0.00315 4 2.72079e-05
0.00315 5 1.34193e-05
0.00315 6 6.72067e-06
0.00315 7 3.40567e-06
0.00315 8 1.74295e-06
0.00315 9 8.99887e-07
0.003175 1 0.000212148
0.003175 2 9.31982e-05
0.003175 3 4.56236e-05
0.003175 4 2.32757e-05
0.003175 5 1.21013e-05
0.003175 6 6.35943e-06
0.003175 7 3.36596e-06
0.003175 8 1.79113e-06
0.003175 9 9.57253e-07
0.0032 1 0.000203045
0.0032 2 9.27056e-05
0.0032 3 4.65276e-05
0.0032 4 2.4215e-05
0.0032 5 1.27995e-05
0.0032 6 6.81862e-06
0.0032 7 3.64937e-06
0.0032 8 1.95946e-06
0.0032 9 1.05477e-06
0.0032 10 5.6909e-07
0.003225 1 0.000206682
0.003225 2 9.50765e-05
0.003225 3 4.75516e-05
0.003225 4 2.46787e-05
0.003225 5 1.30249e-05
0.003225 6 6.93307e-06
0.003225 7 3.7088e-06
0.003225 8 1.99071e-06
0.003225 9 1.07133e-06
0.003225 10 5.77923e-07
0.00325 1 0.000215513
0.00325 2 9.82343e-05
0.00325 3 4.82117e-05
0.00325 4 2.4613e-05
0.00325 5 1.28272e-05
0.00325 6 6.76267e-06
0.00325 7 3.59116e-06
0.00325 8 1.91664e-06
0.00325 9 1.02695e-06
0.00325 10 5.52095e-07
0.003275 1 0.000228689
0.003275 2 0.000103623
0.003275 3 4.99005e-05
0.003275 4 2.49478e-05
0.003275 5 1.2758e-05
0.003275 6 6.61861e-06
0.003275 7 3.46763e-06
0.003275 8 1.8302e-06
0.003275 9 9.71695e-07
0.0033 1 0.000238727
0.0033 2 0.000108534
0.0033 3 5.18574e-05
0.0033 4 2.55945e-05
0.0033 5 1.29048e-05
0.0033 6 6.60319e-06
0.0033 7 3.41578e-06
0.0033 8 1.78224e-06
0.0033 9 9.36678e-07
0.003325 1 0.00024014
0.003325 2 0.000109905
0.003325 3 5.25324e-05
0.003325 4 2.58305e-05
0.003325 5 1.29486e-05
0.003325 6 6.58194e-06
0.003325 7 3.38169e-06
0.003325 8 1.75276e-06
0.003325 9 9.15404e-07
0.00335 1 0.000234952
0.00335 2 0.000108182
0.00335 3 5.18926e-05
0.00335 4 2.55513e-05
0.00335 5 1.28094e-05
0.00335 6 6.50656e-06
0.00335 7 3.33913e-06
0.00335 8 1.7283e-06
0.00335 9 9.01271e-07
0.003375 1 0.000228265
0.003375 2 0.000105544
0.003375 3 5.08104e-05
0.003375 4 2.50929e-05
0.003375 5 1.26105e-05
0.003375 6 6.4189e-06
0.003375 7 3.30007e-06
0.003375 8 1.71077e-06
0.003375 9 8.93334e-07
0.0034 1 0.000224131
0.0034 2 0.000103878
0.0034 3 5.01226e-05
0.0034 4 2.48106e-05
0.0034 5 1.2497e-05
0.0034 6 6.37492e-06
0.0034 7 3.28417e-06
0.0034 8 1.70575e-06
0.0034 9 8.92247e-07
0.003425 1 0.000223831
0.003425 2 0.000103851
0.003425 3 5.01441e-05
0.003425 4 2.48376e-05
0.003425 5 1.25188e-05
0.003425 6 6.39026e-06
0.003425 7 3.29415e-06
0.003425 8 1.71193e-06
0.003425 9 8.95961e-07
0.00345 1 0.00022636
0.00345 2 0.000105111
0.00345 3 5.07398e-05
0.00345 4 2.51132e-05
0.00345 5 1.26449e-05
0.00345 6 6.44746e-06
0.00345 7 3.3199e-06
0.00345 8 1.72341e-06
0.00345 9 9.01004e-07
0.003475 1 0.000229773
0.003475 2 0.00010687
0.003475 3 5.15816e-05
0.003475 4 2.54985e-05
0.003475 5 1.28155e-05
0.003475 6 6.52062e-06
0.003475 7 3.35003e-06
0.003475 8 1.73508e-06
0.003475 9 9.05079e-07
0.0035 1 0.000232332
0.0035 2 0.000108367
0.0035 3 5.23407e-05
0.0035 4 2.58545e-05
0.0035 5 1.29735e-05
0.0035 6 6.58704e-06
0.0035 7 3.37608e-06
0.0035 8 1.74418e-06
0.0035 9 9.07512e-07
0.003525 1 0.000233118
0.003525 2 0.000109136
0.003525 3 5.27971e-05
0.003525 4 2.60839e-05
0.003525 5 1.30781e-05
0.003525 6 6.63071e-06
0.003525 7 3.39234e-06
0.003525 8 1.74901e-06
0.003525 9 9.08066e-07
0.00355 1 0.000232122
0.00355 2 0.000109087
0.00355 3 5.28894e-05
0.00355 4 2.61546e-05
0.00355 5 1.31145e-05
0.00355 6 6.64566e-06
0.00355 7 3.39677e-06
0.00355 8 1.74915e-06
0.00355 9 9.06856e-07
0.003575 1 0.000229967
0.003575 2 0.00010844
0.003575 3 5.26995e-05
0.003575 4 2.60979e-05
0.003575 5 1.30954e-05
0.003575 6 6.63719e-06
0.003575 7 3.39178e-06
0.003575 8 1.74575e-06
0.003575 9 9.04477e-07
0.0036 1 0.000227492
0.0036 2 0.000107562
0.0036 3 5.23866e-05
0.0036 4 2.59828e-05
0.0036 5 1.30506e-05
0.0036 6 6.61824e-06
0.0036 7 3.38291e-06
0.0036 8 1.74118e-06
0.0036 9 9.01931e-07
0.003625 1 0.000225392
0.003625 2 0.000106795
0.003625 3 5.21081e-05
0.003625 4 2.58804e-05
0.003625 5 1.30117e-05
0.003625 6 6.60262e-06
0.003625 7 3.37612e-06
0.003625 8 1.73792e-06
0.003625 9 9.00216e-07
0.00365 1 0.000224046
0.00365 2 0.000106349
0.00365 3 5.19662e-05
0.00365 4 2.5838e-05
0.00365 5 1.3e-05
0.00365 6 6.59964e-06
0.00365 7 3.37532e-06
0.00365 8 1.73756e-06
0.00365 9 8.99915e-07
0.003675 1 0.000223513
0.003675 2 0.000106277
0.003675 3 5.19923e-05
0.003675 4 2.58711e-05
0.003675 5 1.30225e-05
0.003675 6 6.61233e-06
0.003675 7 3.38171e-06
0.003675 8 1.74049e-06
0.003675 9 9.01117e-07
0.0037 1 0.00022363
0.0037 2 0.000106516
0.0037 3 5.21607e-05
0.0037 4 2.59691e-05
0.0037 5 1.30747e-05
0.0037 6 6.63856e-06
0.0037 7 3.39426e-06
0.0037 8 1.74619e-06
0.0037 9 9.03555e-07
0.003725 1 0.00022412
0.003725 2 0.000106935
0.003725 3 5.24138e-05
0.003725 4 2.61065e-05
0.003725 5 1.31452e-05
0.003725 6 6.67327e-06
0.003725 7 3.41071e-06
0.003725 8 1.75368e-06
0.003725 9 9.06791e-07
0.00375 1 0.000224696
0.00375 2 0.000107394
0.00375 3 5.26877e-05
0.00375 4 2.62546e-05
0.00375 5 1.32211e-05
0.00375 6 6.71073e-06
0.00375 7 3.42856e-06
0.00375 8 1.76187e-06
0.00375 9 9.10377e-07
0.003775 1 0.000225124
0.003775 2 0.000107782
0.003775 3 5.29298e-05
0.003775 4 2.63891e-05
0.003775 5 1.32915e-05
0.003775 6 6.74599e-06
0.003775 7 3.44562e-06
0.003775 8 1.76982e-06
0.003775 9 9.13918e-07
0.0038 1 0.000225265
0.0038 2 0.000108031
0.0038 3 5.31086e-05
0.0038 4 2.64953e-05
0.0038 5 1.33494e-05
0.0038 6 6.77596e-06
0.0038 7 3.46048e-06
0.0038 8 1.77691e-06
0.0038 9 9.17152e-07
0.003825 1 0.000225073
0.003825 2 0.000108121
0.003825 3 5.32145e-05
0.003825 4 2.65686e-05
0.003825 5 1.33927e-05
0.003825 6 6.79951e-06
0.003825 7 3.47264e-06
0.003825 8 1.78294e-06
0.003825 9 9.20017e-07
0.00385 1 0.000224587
0.00385 2 0.000108072
0.00385 3 5.3255e-05
0.00385 4 2.66119e-05
0.00385 5 1.34225e-05
0.00385 6 6.81718e-06
0.00385 7 3.48225e-06
0.00385 8 1.78784e-06
0.00385 9 9.22393e-07
0.003875 1 0.000223888
0.003875 2 0.00010792
0.003875 3 5.32473e-05
0.003875 4 2.66331e-05
0.003875 5 1.34424e-05
0.003875 6 6.83047e-06
0.003875 7 3.49004e-06
0.003875 8 1.79209e-06
0.003875 9 9.24584e-07
0.0039 1 0.000223077
0.0039 2 0.000107711
0.0039 3 5.32116e-05
0.0039 4 2.66413e-05
0.0039 5 1.34564e-05
0.0039 6 6.84121e-06
0.0039 7 3.49676e-06
0.0039 8 1.79589e-06
0.0039 9 9.26595e-07
0.003925 1 0.000222239
0.003925 2 0.000107483
0.003925 3 5.31657e-05
0.003925 4 2.66445e-05
0.003925 5 1.34682e-05
0.003925 6 6.85106e-06
0.003925 7 3.50316e-06
0.003925 8 1.79961e-06
0.003925 9 9.28609e-07
0.00395 1 0.000221438
0.00395 2 0.000107265
0.00395 3 5.31232e-05
0.00395 4 2.6649e-05
0.00395 5 1.34806e-05
0.00395 6 6.86128e-06
0.00395 7 3.50981e-06
0.00395 8 1.8035e-06
0.00395 9 9.30733e-07
0.003975 1 0.00022071
0.003975 2 0.000107076
0.003975 3 5.30925e-05
0.003975 4 2.66586e-05
0.003975 5 1.34955e-05
0.003975 6 6.8727e-06
0.003975 7 3.51708e-06
0.003975 8 1.80771e-06
0.003975 9 9.3304e-07
0.004 1 0.000220069
0.004 2 0.000106924
0.004 3 5.30776e-05
0.004 4 2.66753e-05
0.004 5 1.35136e-05
0.004 6 6.8857e-06
0.004 7 3.52518e-06
0.004 8 1.81242e-06
0.004 9 9.3564e-07
0.004025 1 0.000219515
0.004025 2 0.000106809
0.004025 3 5.30793e-05
0.004025 4 2.66995e-05
0.004025 5 1.35352e-05
0.004025 6 6.90043e-06
0.004025 7 3.53412e-06
0.004025 8 1.81751e-06
0.004025 9 9.38413e-07
0.00405 1 0.000219038
0.00405 2 0.000106727
0.00405 3 5.30955e-05
0.00405 4 2.67304e-05
0.00405 5 1.356e-05
0.00405 6 6.91673e-06
0.00405 7 3.54388e-06
0.00405 8 1.82304e-06
0.00405 9 9.41418e-07
0.004075 1 0.00021862
0.004075 2 0.00010667
0.004075 3 5.31224e-05
0.004075 4 2.67661e-05
0.004075 5 1.35871e-05
0.004075 6 6.93421e-06
0.004075 7 3.55426e-06
0.004075 8 1.8289e-06
0.004075 9 9.44615e-07
0.0041 1 0.000218243
0.0041 2 0.000106627
0.0041 3 5.31551e-05
0.0041 4 2.68043e-05
0.0041 5 1.36155e-05
0.0041 6 6.95236e-06
0.0041 7 3.56502e-06
0.0041 8 1.83499e-06
0.0041 9 9.47949e-07
0.004125 1 0.000217888
0.004125 2 0.00010659
0.004125 3 5.31889e-05
0.004125 4 2.68428e-05
0.004125 5 1.3644e-05
0.004125 6 6.97061e-06
0.004125 7 3.57589e-06
0.004125 8 1.84117e-06
0.004125 9 9.51352e-07
0.00415 1 0.000217537
0.00415 2 0.000106548
0.00415 3 5.32191e-05
0.00415 4 2.68792e-05
0.00415 5 1.36714e-05
0.00415 6 6.98844e-06
0.00415 7 3.58663e-06
0.00415 8 1.84734e-06
0.00415 9 9.54775e-07
0.004175 1 0.000217177
0.004175 2 0.000106496
0.004175 3 5.32425e-05
0.004175 4 2.69119e-05
0.004175 5 1.36971e-05
0.004175 6 7.00543e-06
0.004175 7 3.59698e-06
0.004175 8 1.85334e-06
0.004175 9 9.58136e-07
0.0042 1 0.000216799
0.0042 2 0.00010643
0.0042 3 5.32576e-05
0.0042 4 2.69402e-05
0.0042 5 1.37205e-05
0.0042 6 7.02135e-06
0.0042 7 3.60685e-06
0.0042 8 1.85914e-06
0.0042 9 9.6142e-07
0.004225 1 0.000216404
0.004225 2 0.00010635
0.004225 3 5.32642e-05
0.004225 4 2.69639e-05
0.004225 5 1.37416e-05
0.004225 6 7.03616e-06
0.004225 7 3.6162e-06
0.004225 8 1.86471e-06
0.004225 9 9.64606e-07
0.00425 1 0.000215997
0.00425 2 0.000106258
0.00425 3 5.32639e-05
0.00425 4 2.69838e-05
0.00425 5 1.37608e-05
0.00425 6 7.04999e-06
0.00425 7 3.62511e-06
0.00425 8 1.87007e-06
0.00425 9 9.67709e-07
0.004275 1 0.000215585
0.004275 2 0.000106161
0.004275 3 5.3259e-05
0.004275 4 2.7001e-05
0.004275 5 1.37785e-05
0.004275 6 7.06314e-06
0.004275 7 3.63368e-06
0.004275 8 1.87529e-06
0.004275 9 9.70753e-07
0.0043 1 0.000215178
0.0043 2 0.000106062
0.0043 3 5.32525e-05
0.0043 4 2.7017e-05
0.0043 5 1.37955e-05
0.0043 6 7.07591e-06
0.0043 7 3.64208e-06
0.0043 8 1.88044e-06
0.0043 9 9.73734e-07
0.004325 1 0.000214785
0.004325 2 0.000105968
0.004325 3 5.32469e-05
0.004325 4 2.70331e-05
0.004325 5 1.38125e-05
0.004325 6 7.08865e-06
0.004325 7 3.65048e-06
0.004325 8 1.8856e-06
0.004325 9 9.76764e-07
0.00435 1 0.000214412
0.00435 2 0.000105881
0.00435 3 5.32445e-05
0.00435 4 2.70506e-05
0.00435 5 1.38301e-05
0.00435 6 7.10168e-06
0.00435 7 3.65902e-06
0.00435 8 1.89081e-06
0.00435 9 9.79759e-07
0.004375 1 0.000214062
0.004375 2 0.000105804
0.004375 3 5.32463e-05
0.004375 4 2.70699e-05
0.004375 5 1.38485e-05
0.004375 6 7.11511e-06
0.004375 7 3.66776e-06
0.004375 8 1.89615e-06
0.004375 9 9.82898e-07
0.0044 1 0.000213735
0.0044 2 0.000105737
0.0044 3 5.32527e-05
0.0044 4 2.70914e-05
0.0044 5 1.38679e-05
0.0044 6 7.12902e-06
0.0044 7 3.67675e-06
0.0044 8 1.90163e-06
0.0044 9 9.86107e-07
0.004425 1 0.000213429
0.004425 2 0.00010568
0.004425 3 5.32633e-05
0.004425 4 2.71147e-05
0.004425 5 1.38882e-05
0.004425 6 7.14333e-06
0.004425 7 3.68594e-06
0.004425 8 1.90721e-06
0.004425 9 9.89373e-07
0.00445 1 0.000213142
0.00445 2 0.00010563
0.00445 3 5.32772e-05
0.00445 4 2.71394e-05
0.00445 5 1.39091e-05
0.00445 6 7.15794e-06
0.00445 7 3.69524e-06
0.00445 8 1.91278e-06
0.00445 9 9.926e-07
0.004475 1 0.00021287
0.004475 2 0.000105586
0.004475 3 5.32933e-05
0.004475 4 2.7165e-05
0.004475 5 1.39303e-05
0.004475 6 7.17268e-06
0.004475 7 3.70463e-06
0.004475 8 1.91847e-06
0.004475 9 9.95925e-07
0.0045 1 0.00021261
0.0045 2 0.000105546
0.0045 3 5.33109e-05
0.0045 4 2.7191e-05
0.0045 5 1.39517e-05
0.0045 6 7.18745e-06
0.0045 7 3.71403e-06
0.0045 8 1.92415e-06
0.0045 9 9.99254e-07
0.004525 1 0.000212361
0.004525 2 0.00010551
0.004525 3 5.33291e-05
0.004525 4 2.72171e-05
0.004525 5 1.39729e-05
0.004525 6 7.20211e-06
0.004525 7 3.72336e-06
0.004525 8 1.92981e-06
0.004525 9 1.00256e-06
0.004525 10 5.2207e-07
0.00455 1 0.000211966
0.00455 2 0.000105391
0.00455 3 5.33021e-05
0.00455 4 2.72187e-05
0.00455 5 1.39811e-05
0.00455 6 7.20981e-06
0.00455 7 3.72899e-06
0.00455 8 1.93349e-06
0.00455 9 1.00483e-06
0.00455 10 5.2341e-07
0.004575 1 0.000212009
0.004575 2 0.000105504
0.004575 3 5.33973e-05
0.004575 4 2.72844e-05
0.004575 5 1.40228e-05
0.004575 6 7.23514e-06
0.004575 7 3.74389e-06
0.004575 8 1.94207e-06
0.004575 9 1.00969e-06
0.004575 10 5.26122e-07
0.0046 1 0.000212122
0.0046 2 0.000105652
0.0046 3 5.35102e-05
0.0046 4 2.73591e-05
0.0046 5 1.40692e-05
0.0046 6 7.26289e-06
0.0046 7 3.76007e-06
0.0046 8 1.95132e-06
0.0046 9 1.0149e-06
0.0046 10 5.29027e-07
0.004625 1 0.000212179
0.004625 2 0.000105767
0.004625 3 5.36042e-05
0.004625 4 2.74235e-05
0.004625 5 1.411e-05
0.004625 6 7.28764e-06
0.004625 7 3.77465e-06
0.004625 8 1.95973e-06
0.004625 9 1.01967e-06
0.004625 10 5.31699e-07
0.00465 1 0.000212154
0.00465 2 0.000105834
0.00465 3 5.36719e-05
0.00465 4 2.74735e-05
0.00465 5 1.41431e-05
0.00465 6 7.30824e-06
0.00465 7 3.78702e-06
0.00465 8 1.96697e-06
0.00465 9 1.02382e-06
0.00465 10 5.34043e-07
0.004675 1 0.000212037
0.004675 2 0.000105848
0.004675 3 5.37098e-05
