# Shallow ironing benchmark: horizontal (x) component of the total reaction
# force on the top surface of the rounded block, from
#
#   Code_Aster, "General public licensed structural mechanics finite element
#   software, [v6.03.153] SSNP153 - deformable-deformable 2D rubbing contact in
#   large deformations (shallow ironing)", 2020.
#   https://www.code-aster.org/V2/doc/default/en/man_v/v6/v6.03.153.pdf
#
# Copied from the solid-benchmarks repository
# (https://github.com/solids4foam/solid-benchmarks, commit e51b66a),
# hyperElasticity/shallowIroning/data/asterHorizontal.dat, where the benchmark
# case was prepared by Ivan Batistić. The curve was digitised from the
# published figure using WebPlotDigitizer (https://apps.automeris.io/wpd/).
#
# Column 1: normalised time; the vertical displacement is applied from 0 to 1
#           and the horizontal displacement from 1 to 2. The solids4foam time t
#           in (1, 6] s corresponds to 1 + (t - 1)/5.
# Column 2: magnitude of the horizontal reaction force.
# As in the benchmark plot script, multiply the forces by 100 to compare with
# the solids4foam force (N) on the 1 mm thick domain in
# postProcessing/0/solidForcesdisplacement.dat.
0.21218252431788737 0.01487911949124232
0.21879658722060202 0.01782416587718938
0.22931540812977375 0.018832647044525253
0.23555713261073186 0.020897059296470566
0.24191449400324022 0.022659881493745537
0.24884988857739415 0.023955615522377016
0.25535155863646786 0.026974313622863733
0.2627197333341247 0.03304072006507841
0.2699176304542879 0.03577306992731799
0.2771681587280002 0.03789443242449764
0.2835254026348313 0.040465086138684825
0.2904605012417125 0.04379589113466764
0.29739570496375045 0.04640392431261642
0.3043304882251613 0.05190304476269958
0.3112655658090111 0.05537840412228867
0.3186626471747829 0.061387014046697885
0.3252929863631985 0.06481479866856521
0.3320704428138612 0.06825059650551069
0.3390055059540147 0.07182527072127165
0.3459399495572564 0.07965988074277774
0.3528747328186672 0.08515900119285913
0.3598098104025169 0.08863436055244911
0.3668274184008916 0.09235759947147137
0.3736796712477777 0.09760884036212047
0.38061470678556475 0.1013733084489239
0.38754944800091284 0.10716153762621783
0.3947324291705173 0.10923287083338007
0.4008417431057191 0.11338897997461128
0.4083541761997097 0.12105692043154637
0.41471136218611915 0.12402583496576014
0.42222382681465687 0.13147694387728315
0.4285810443356133 0.1342290268660875
0.4360934774296039 0.14189696732302082
0.4430284288752656 0.14623965286425022
0.44996321213667645 0.15173877331433339
0.4568981215362754 0.15637056758277534
0.4638328627516235 0.16215879676007106
0.47076768805909697 0.1673688084829399
0.4777024713205078 0.17286792893302128
0.4846373386740441 0.17778883192867756
0.4913248370274802 0.18043795011647745
0.49850738872658706 0.18546232246588978
0.5050292466159659 0.1916012518456922
0.5123767239960637 0.1980506613657269
0.5193113811192864 0.20441710799744772
0.5264940018940676 0.20896651600929506
0.5331812629875784 0.2132470334435137
0.5406940464654251 0.21850573450700406
0.5475003509745398 0.22429385156146608
0.5537231020016329 0.22836432834444587
0.5609206272865667 0.23365341724416844
0.5676977454575431 0.23941522620460365
0.5745274173845413 0.24509823319877544
0.581724850932611 0.2510181047760547
0.5886596972631158 0.25608356213531724
0.5955944174554326 0.2620163456762201
0.6025288979851919 0.2695970489622366
0.6100412343732384 0.2779299394917616
0.615984829758838 0.2861127760326765
0.6233321629810064 0.29355341547458513
0.630266693966041 0.3007871882879467
0.6372013090432009 0.30744274364688184
0.6445490026601927 0.31240530828410495
0.6506080763836204 0.32137690768441196
0.6582678247385901 0.3276914220773661
0.6647821741294583 0.33384724086911266
0.6718744215405623 0.3404653413449208
0.6788089945716596 0.3474100054310689
0.6857435991373039 0.3541378379718072
0.6930910826671708 0.3605449616799241
0.6996954980006862 0.36674591500880904
0.7065474598148007 0.3739982972362328
0.7134822010301488 0.3797865264135276
0.7204166058769953 0.3878876254085295
0.727351389138406 0.39338674585861133
0.7342860462616287 0.39975319249033303
0.7412204931545379 0.40756518275812104
0.7485680666399218 0.41335377233024007
0.7553789791972906 0.41899733902548153
0.7626025121495479 0.4260981196284721
0.7689590115977706 0.43378767073361857
0.7758934358228146 0.44175552524187234
0.7828280508999746 0.44841108060080703
0.7897626239310719 0.45535574468695517
0.7966974088373163 0.46084355526017884
0.8036317926611315 0.469089208618787
0.8105660487019247 0.47821349803589364
0.8175008546312007 0.48355675424550926
0.8244352805010783 0.49151329887690487
0.8314223515974909 0.498762090293404
0.8383043004250849 0.5062699532308406
0.8452388944792134 0.5130700629533824
0.8521732783030286 0.5213157163119901
0.859107809288063 0.5285494891253522
0.8660422982270347 0.5360723706659267
0.8729766804060161 0.5443293339013935
0.8801737259835981 0.5529168905525048
0.8868457003300224 0.5590859882553296
0.8937801051768689 0.5671870872503306
0.9007147218988626 0.5738313327324072
0.9076487730721857 0.5843642908745705
0.9150458170830978 0.5906297528149009
0.9215179784854647 0.597845520990198
0.9283995218755577 0.6081411721824312
0.9353865779488438 0.6154932626162668
0.9423212350720666 0.621859709247989
0.9486739134344208 0.6299121156127012
0.9561895402130068 0.64153121196455
0.9628761635369173 0.6501970331698796
0.9701408942655964 0.6578854080132914
0.9810639015446002 0.6726291736555714
0.9911090615167383 0.6834278865585675
