# Shallow ironing benchmark: vertical (y) component of the total reaction force
# on the top surface of the rounded block, from
#
#   K. A. Fischer and P. Wriggers, "Mortar based frictional contact formulation
#   for higher order interpolations using the moving friction cone", Computer
#   Methods in Applied Mechanics and Engineering, 195(37-40), 5020-5036, 2006.
#
# Copied from the solid-benchmarks repository
# (https://github.com/solids4foam/solid-benchmarks, commit e51b66a),
# hyperElasticity/shallowIroning/data/fischerWriggersVertical.dat, where the
# benchmark case was prepared by Ivan Batistić. The curve was digitised from
# the published figure using WebPlotDigitizer (https://apps.automeris.io/wpd/).
#
# Column 1: normalised time; the vertical displacement is applied from 0 to 1
#           and the horizontal displacement from 1 to 2. The solids4foam time t
#           in (1, 6] s corresponds to 1 + (t - 1)/5.
# Column 2: magnitude of the vertical reaction force.
# As in the benchmark plot script, multiply the forces by 100 to compare with
# the solids4foam force (N) on the 1 mm thick domain in
# postProcessing/0/solidForcesdisplacement.dat.
0.20272783266572852 0.013637762215640059
0.21099926617056014 0.0236777051324788
0.21861384755325658 0.03558257660898789
0.2256325685032271 0.047081391226667435
0.23355617162159453 0.06237659474242019
0.24090153036707113 0.07567296409649327
0.24853552512047256 0.09351955535636236
0.25642458652834027 0.10757774481252458
0.26380473155373957 0.12032491544511714
0.2711848373787415 0.13335838618011042
0.27907334729219097 0.15144441511938478
0.286708160582053 0.1633128253398377
0.2943425874137035 0.17800373310720996
0.30197656483174923 0.1959769331381258
0.30961009910587495 0.21718663478832134
0.3172430983884274 0.24230364739283328
0.32487607123488565 0.2676137360128479
0.3325089119008719 0.29388920471037494
0.3398527724090495 0.3181279501766481
0.3467914973671565 0.3436295574858761
0.3541353290359584 0.36807893133269776
0.3617683547546054 0.393002867921707
0.3694013011649691 0.4185060325572234
0.37703403608657765 0.44555380531676114
0.3846671146774134 0.47009158987476507
0.3922998231629276 0.4973324386498055
0.39993316611470736 0.5199394630527827
0.4078550109713151 0.5480761313311069
0.41548772666667316 0.5752643230110088
0.4228318731653266 0.597414337036847
0.430464793139596 0.6231105776878656
0.43809766024167657 0.6491929703698904
0.44573068596032356 0.6741169069588993
0.45365268943349774 0.7010951191442079
0.4609965523449567 0.7253163122454351
0.46862955162750924 0.7504333248499471
0.4762625509100619 0.7755503374544586
0.4838956030648032 0.8002811980279652
0.49152844373078947 0.8265566667254922
0.4981734226931707 0.8552675002876118
0.5070830547516625 0.8815129270177593
0.5147153666957607 0.9116499160253384
0.5220593569811289 0.9349408337791445
0.5289282473909374 0.963454271197584
0.5363413512402113 0.9889990683558851
0.5439741822930724 1.0153447465135956
0.5516066672734246 1.0442179652378845
0.558950556620978 1.0682460823236095
0.5665831857982089 1.0960661591451575
0.5739265560369993 1.123885587080752
0.580864819565095 1.152757248478752
0.5884973622241987 1.1812092104419447
0.5958410160501837 1.2069574593021475
0.6037627070967875 1.2362174789433955
0.6111059677459503 1.2648372947250728
0.6177552838008631 1.2914335207271983
0.6250987405577808 1.3186210635211477
0.6317478893443145 1.346438934130453
0.6390912860191995 1.374065286050545
0.6464346298218955 1.4020777900016412
0.6544570079313647 1.4346062096389303
0.661004888060956 1.4634033525932515
0.6683483390499985 1.4906330210633105
0.6752176418628797 1.51613447263991
0.6826300074241354 1.547071356340247
0.6899735242630858 1.5738200900080543
0.6978944871154529 1.608398476258146
0.7047289202391547 1.6350583060614463
0.7105369196059665 1.665577354792616
0.7166849611679189 1.6913861101050411
