# Shallow ironing benchmark: vertical (y) component of the total reaction force
# on the top surface of the rounded block, from
#
#   K. Poulios and Y. Renard, "An unconstrained integral approximation of large
#   sliding frictional contact between deformable solids", Computers &
#   Structures, 153, 75-90, 2015.
#
# Copied from the solid-benchmarks repository
# (https://github.com/solids4foam/solid-benchmarks, commit e51b66a),
# hyperElasticity/shallowIroning/data/pouliosRenardVertical.dat, where the
# benchmark case was prepared by Ivan Batistić. The curve was digitised from
# the published figure using WebPlotDigitizer (https://apps.automeris.io/wpd/).
#
# Column 1: normalised time; the vertical displacement is applied from 0 to 1
#           and the horizontal displacement from 1 to 2. The solids4foam time t
#           in (1, 6] s corresponds to 1 + (t - 1)/5.
# Column 2: magnitude of the vertical reaction force.
# As in the benchmark plot script, multiply the forces by 100 to compare with
# the solids4foam force (N) on the 1 mm thick domain in
# postProcessing/0/solidForcesdisplacement.dat.
0.008857174086160935 0.0011605597967427883
0.025717096325906075 0.001145709600994138
0.04257701856565127 0.001130859405245932
0.05943694080539641 0.0011160092094972818
0.0762968630451416 0.0011011590137486316
0.0931567852848868 0.0010863088180004254
0.11001670752463194 0.0010714586222517752
0.12687662976437714 0.0010566084265035691
0.14373655200412228 0.001041758230754919
0.16059647424386747 0.0010269080350062687
0.1774563964836126 0.0010120578392580626
0.1943163187233578 0.0014784276230939142
0.208115797198757 0.019229401038457272
0.22803616320284814 0.061120004700038866
0.24489608544259334 0.09928193955130515
0.26175600768233853 0.13680224776312455
0.2786159299220837 0.1743225559749444
0.2954758521618289 0.21232408416634874
0.31080305419796084 0.2510086906799591
0.32383117592867305 0.2887679712179385
0.33685929765938527 0.32704714119814815
0.3498874193900974 0.3626297129098237
0.3629155411208096 0.40003977478206343
0.37671002295332834 0.4392101339648762
0.3905045047858472 0.47703613256980315
0.40089144651391884 0.5107480282614754
0.4141969954845679 0.5486151957171082
0.42695168350431223 0.5882218602541838
0.44031791140327603 0.628554908392088
0.4521564157415071 0.6656264269941738
0.46270062301890924 0.7005509094378732
0.4736259870853815 0.7334200686167636
0.490131318020705 0.7825103377617912
0.5031594397514172 0.8251753090804028
0.5154212013803228 0.8643452678115082
0.5244160102658298 0.896990125894555
0.5359671470730601 0.933497673548839
0.5480325860607858 0.973460385964644
0.5593003138516309 1.0107736538300651
0.5736645691176242 1.0544395920742984
0.5851599706447232 1.0916645789623218
0.5966553721718222 1.1292440359245925
0.6089171338007278 1.1718011531429502
0.6202447314044212 1.2118839292951917
0.6299228955545493 1.2491358986111218
0.6413647080867542 1.2872545473812602
0.6526885582082872 1.3292908507990195
0.6663941414362227 1.3743498676898596
0.6771231828615151 1.411817469478727
0.6878522242868075 1.4498342185572222
0.6959478267205889 1.48281793660772
0.7070883908964573 1.5211204908811529
0.7177465140608653 1.5648397409957298
0.7281702606061551 1.6037273924946316
0.7414974314132694 1.6492894775317037
0.7522264728385617 1.6904300644708674
0.7629555142638542 1.7295411070554696
0.7729181955873399 1.7687103400754782
0.7828808769108258 1.805359897280238
0.7928435582343114 1.8425801075427983
0.8020398794559906 1.8778941480362479
0.8108530206267666 1.9163314803244937
0.8231147822556721 1.9551488944978048
0.8326942835282547 1.9979019761742756
0.8441896850553536 2.0420533958365663
0.8541523663788393 2.079774240376829
0.8641150477023252 2.118090244547927
0.8748440891276175 2.1598189892399153
0.8848067704511033 2.199216783563531
0.8947694517745892 2.237424258625476
0.9041410718839946 2.2751265631037074
0.912592320784473 2.313209141132413
0.9225537529472387 2.351075275741638
0.9315597333041863 2.3886604263215725
0.9415174179847916 2.429430593136149
0.9507137392064708 2.4685349835922494
0.9601053979357619 2.508080320309967
0.9689581062723482 2.543097317037678
0.9773497493871306 2.583055244994717
0.9859725496931748 2.619562443865587
0.9984196555439315 2.666252380444733
1.0026779507518386 2.7012120333760468
1.0073174050470555 2.7447932371867894
1.0127889074528054 2.7867912837005084
1.0165137262687347 2.8285556055895418
1.021330846908662 2.872831239210593
1.026583389285324 2.9172325231169682
1.0311815498961636 2.956635042502867
1.0354806614306011 2.9982728247515067
1.0401274143934545 3.031617276483231
1.049574192339522 3.0767794711915006
1.0580041534593947 3.115119931577826
1.0679668347828803 3.154097613220852
